'Time','II','PLETH','ABP','III','I'
'[13:33:21.360]',0.023,0.573,70.466,-,-
'[13:33:21.368]',0.039,0.549,70.466,-,-
'[13:33:21.376]',0.055,0.525,70.466,-,-
'[13:33:21.384]',0.070,0.498,70.466,-,-
'[13:33:21.392]',0.094,0.475,71.295,-,-
'[13:33:21.400]',0.109,0.447,71.295,-,-
'[13:33:21.408]',0.133,0.420,71.295,-,-
'[13:33:21.416]',0.156,0.396,70.466,-,-
'[13:33:21.424]',0.188,0.369,70.466,-,-
'[13:33:21.432]',0.219,0.349,70.466,-,-
'[13:33:21.440]',0.273,0.329,70.466,-,-
'[13:33:21.448]',0.328,0.306,70.466,-,-
'[13:33:21.456]',0.383,0.286,70.466,-,-
'[13:33:21.464]',0.438,0.267,70.466,-,-
'[13:33:21.472]',0.484,0.247,71.295,-,-
'[13:33:21.480]',0.516,0.227,71.710,-,-
'[13:33:21.488]',0.531,0.216,72.539,-,-
'[13:33:21.496]',0.531,0.208,72.539,-,-
'[13:33:21.504]',0.492,0.200,71.295,-,-
'[13:33:21.512]',0.438,0.200,69.637,-,-
'[13:33:21.520]',0.367,0.208,67.979,-,-
'[13:33:21.528]',0.305,0.216,66.321,-,-
'[13:33:21.536]',0.242,0.224,65.492,-,-
'[13:33:21.544]',0.195,0.239,67.150,-,-
'[13:33:21.552]',0.164,0.255,72.539,-,-
'[13:33:21.560]',0.148,0.271,83.731,-,-
'[13:33:21.568]',0.148,0.286,99.067,-,-
'[13:33:21.576]',0.148,0.302,113.161,-,-
'[13:33:21.584]',0.148,0.318,119.378,-,-
'[13:33:21.592]',0.148,0.325,121.036,-,-
'[13:33:21.600]',0.148,0.337,120.207,-,-
'[13:33:21.608]',0.148,0.341,120.207,-,-
'[13:33:21.616]',0.156,0.345,121.865,-,-
'[13:33:21.624]',0.164,0.349,122.694,-,-
'[13:33:21.632]',0.164,0.349,123.523,-,-
'[13:33:21.640]',0.164,0.349,121.865,-,-
'[13:33:21.648]',0.164,0.345,120.207,-,-
'[13:33:21.656]',0.164,0.341,118.135,-,-
'[13:33:21.664]',0.164,0.337,116.477,-,-
'[13:33:21.672]',0.156,0.333,114.819,-,-
'[13:33:21.680]',0.148,0.325,113.161,-,-
'[13:33:21.688]',0.148,0.322,111.088,-,-
'[13:33:21.696]',0.180,0.318,109.430,-,-
'[13:33:21.704]',0.242,0.314,106.114,-,-
'[13:33:21.712]',0.289,0.310,104.041,-,-
'[13:33:21.720]',0.297,0.306,101.554,-,-
'[13:33:21.728]',0.273,0.302,99.067,-,-
'[13:33:21.736]',0.219,0.302,96.166,-,-
'[13:33:21.744]',0.172,0.294,92.850,-,-
'[13:33:21.752]',0.141,0.286,90.777,-,-
'[13:33:21.760]',0.133,0.278,88.290,-,-
'[13:33:21.768]',0.133,0.275,85.803,-,-
'[13:33:21.776]',0.133,0.282,84.560,-,-
'[13:33:21.784]',0.125,0.302,83.731,-,-
'[13:33:21.792]',0.086,0.337,82.073,-,-
'[13:33:21.800]',-0.078,0.384,81.244,-,-
'[13:33:21.808]',-0.273,0.447,79.585,-,-
'[13:33:21.816]',-0.062,0.510,78.756,-,-
'[13:33:21.824]',0.891,0.573,77.513,-,-
'[13:33:21.832]',1.508,0.620,76.684,-,-
'[13:33:21.840]',1.508,0.655,75.855,-,-
'[13:33:21.848]',1.047,0.678,75.855,-,-
'[13:33:21.856]',0.516,0.694,75.026,-,-
'[13:33:21.864]',0.203,0.698,74.197,-,-
'[13:33:21.872]',0.047,0.694,74.197,-,-
'[13:33:21.880]',-0.008,0.686,73.368,-,-
'[13:33:21.888]',-0.031,0.667,73.368,-,-
'[13:33:21.896]',-0.031,0.647,72.539,-,-
'[13:33:21.904]',-0.023,0.627,72.539,-,-
'[13:33:21.912]',-0.008,0.604,72.539,-,-
'[13:33:21.920]',0.000,0.576,72.539,-,-
'[13:33:21.928]',0.016,0.553,72.539,-,-
'[13:33:21.936]',0.031,0.533,72.539,-,-
'[13:33:21.944]',0.055,0.510,72.539,-,-
'[13:33:21.952]',0.070,0.482,72.539,-,-
'[13:33:21.960]',0.094,0.459,72.539,-,-
'[13:33:21.968]',0.117,0.431,72.539,-,-
'[13:33:21.976]',0.141,0.408,72.539,-,-
'[13:33:21.984]',0.180,0.380,72.539,-,-
'[13:33:21.992]',0.219,0.357,72.539,-,-
'[13:33:22.000]',0.266,0.333,72.539,-,-
'[13:33:22.008]',0.320,0.310,72.539,-,-
'[13:33:22.016]',0.383,0.290,73.368,-,-
'[13:33:22.024]',0.430,0.271,74.197,-,-
'[13:33:22.032]',0.445,0.255,74.197,-,-
'[13:33:22.040]',0.453,0.243,75.026,-,-
'[13:33:22.048]',0.453,0.235,74.197,-,-
'[13:33:22.056]',0.430,0.231,72.539,-,-
'[13:33:22.064]',0.383,0.231,71.295,-,-
'[13:33:22.072]',0.328,0.235,70.466,-,-
'[13:33:22.080]',0.266,0.247,69.637,-,-
'[13:33:22.088]',0.219,0.259,71.710,-,-
'[13:33:22.096]',0.180,0.275,80.415,-,-
'[13:33:22.104]',0.156,0.290,95.337,-,-
'[13:33:22.112]',0.141,0.310,112.332,-,-
'[13:33:22.120]',0.141,0.325,125.596,-,-
'[13:33:22.128]',0.141,0.337,131.399,-,-
'[13:33:22.136]',0.148,0.349,131.399,-,-
'[13:33:22.144]',0.148,0.361,131.399,-,-
'[13:33:22.152]',0.156,0.369,132.228,-,-
'[13:33:22.160]',0.164,0.373,132.642,-,-
'[13:33:22.168]',0.164,0.376,133.472,-,-
'[13:33:22.176]',0.164,0.376,133.472,-,-
'[13:33:22.184]',0.164,0.376,132.228,-,-
'[13:33:22.192]',0.164,0.376,129.741,-,-
'[13:33:22.200]',0.164,0.373,128.083,-,-
'[13:33:22.208]',0.164,0.369,126.425,-,-
'[13:33:22.216]',0.164,0.361,125.181,-,-
'[13:33:22.224]',0.164,0.357,123.523,-,-
'[13:33:22.232]',0.164,0.349,121.036,-,-
'[13:33:22.240]',0.188,0.345,118.549,-,-
'[13:33:22.248]',0.242,0.337,116.477,-,-
'[13:33:22.256]',0.289,0.333,113.990,-,-
'[13:33:22.264]',0.305,0.329,111.917,-,-
'[13:33:22.272]',0.266,0.322,108.601,-,-
'[13:33:22.280]',0.219,0.314,105.285,-,-
'[13:33:22.288]',0.164,0.306,102.383,-,-
'[13:33:22.296]',0.133,0.298,99.067,-,-
'[13:33:22.304]',0.117,0.294,96.166,-,-
'[13:33:22.312]',0.125,0.302,92.850,-,-
'[13:33:22.320]',0.117,0.325,89.948,-,-
'[13:33:22.328]',0.117,0.353,87.461,-,-
'[13:33:22.336]',0.078,0.392,84.974,-,-
'[13:33:22.344]',-0.086,0.447,83.731,-,-
'[13:33:22.352]',-0.320,0.514,82.073,-,-
'[13:33:22.360]',-0.336,0.580,80.415,-,-
'[13:33:22.368]',0.688,0.639,79.585,-,-
'[13:33:22.376]',1.508,0.686,78.756,-,-
'[13:33:22.384]',1.508,0.722,77.927,-,-
'[13:33:22.392]',1.070,0.737,77.513,-,-
'[13:33:22.400]',0.555,0.745,77.513,-,-
'[13:33:22.408]',0.219,0.741,77.513,-,-
'[13:33:22.416]',0.047,0.733,76.684,-,-
'[13:33:22.424]',-0.008,0.714,76.684,-,-
'[13:33:22.432]',-0.023,0.698,76.684,-,-
'[13:33:22.440]',-0.023,0.678,75.855,-,-
'[13:33:22.448]',-0.016,0.655,75.855,-,-
'[13:33:22.456]',-0.008,0.631,75.855,-,-
'[13:33:22.464]',0.008,0.608,75.855,-,-
'[13:33:22.472]',0.023,0.580,76.684,-,-
'[13:33:22.480]',0.039,0.557,76.684,-,-
'[13:33:22.488]',0.055,0.529,76.684,-,-
'[13:33:22.496]',0.070,0.506,76.684,-,-
'[13:33:22.504]',0.094,0.478,76.684,-,-
'[13:33:22.512]',0.117,0.455,76.684,-,-
'[13:33:22.520]',0.148,0.431,75.855,-,-
'[13:33:22.528]',0.188,0.412,75.855,-,-
'[13:33:22.536]',0.227,0.392,75.855,-,-
'[13:33:22.544]',0.273,0.373,75.855,-,-
'[13:33:22.552]',0.336,0.349,76.684,-,-
'[13:33:22.560]',0.391,0.329,76.684,-,-
'[13:33:22.568]',0.438,0.310,77.513,-,-
'[13:33:22.576]',0.469,0.302,77.513,-,-
'[13:33:22.584]',0.484,0.306,77.513,-,-
'[13:33:22.592]',0.484,0.306,76.684,-,-
'[13:33:22.600]',0.453,0.302,75.855,-,-
'[13:33:22.608]',0.398,0.306,74.197,-,-
'[13:33:22.616]',0.336,0.310,72.539,-,-
'[13:33:22.624]',0.273,0.322,72.539,-,-
'[13:33:22.632]',0.219,0.333,75.855,-,-
'[13:33:22.640]',0.188,0.345,84.974,-,-
'[13:33:22.648]',0.156,0.357,100.725,-,-
'[13:33:22.656]',0.148,0.373,118.135,-,-
'[13:33:22.664]',0.141,0.384,129.741,-,-
'[13:33:22.672]',0.148,0.396,134.301,-,-
'[13:33:22.680]',0.148,0.404,134.301,-,-
'[13:33:22.688]',0.148,0.412,134.301,-,-
'[13:33:22.696]',0.156,0.416,135.130,-,-
'[13:33:22.704]',0.156,0.420,135.959,-,-
'[13:33:22.712]',0.156,0.420,136.788,-,-
'[13:33:22.720]',0.156,0.416,135.959,-,-
'[13:33:22.728]',0.156,0.416,135.130,-,-
'[13:33:22.736]',0.148,0.412,132.642,-,-
'[13:33:22.744]',0.148,0.408,131.399,-,-
'[13:33:22.752]',0.156,0.404,128.912,-,-
'[13:33:22.760]',0.148,0.396,127.254,-,-
'[13:33:22.768]',0.148,0.392,125.596,-,-
'[13:33:22.776]',0.148,0.384,123.523,-,-
'[13:33:22.784]',0.156,0.380,121.036,-,-
'[13:33:22.792]',0.195,0.376,118.549,-,-
'[13:33:22.800]',0.258,0.369,116.477,-,-
'[13:33:22.808]',0.289,0.365,113.161,-,-
'[13:33:22.816]',0.297,0.357,110.259,-,-
'[13:33:22.824]',0.258,0.349,106.943,-,-
'[13:33:22.832]',0.203,0.341,104.041,-,-
'[13:33:22.840]',0.156,0.337,100.725,-,-
'[13:33:22.848]',0.133,0.333,97.824,-,-
'[13:33:22.856]',0.125,0.341,94.508,-,-
'[13:33:22.864]',0.125,0.361,91.606,-,-
'[13:33:22.872]',0.117,0.392,89.119,-,-
'[13:33:22.880]',0.117,0.435,86.632,-,-
'[13:33:22.888]',0.070,0.490,84.974,-,-
'[13:33:22.896]',-0.102,0.549,83.731,-,-
'[13:33:22.904]',-0.297,0.604,82.073,-,-
'[13:33:22.912]',-0.062,0.651,81.244,-,-
'[13:33:22.920]',0.930,0.686,80.415,-,-
'[13:33:22.928]',1.508,0.706,79.585,-,-
'[13:33:22.936]',1.508,0.718,79.585,-,-
'[13:33:22.944]',1.055,0.718,78.756,-,-
'[13:33:22.952]',0.508,0.714,78.756,-,-
'[13:33:22.960]',0.180,0.702,77.927,-,-
'[13:33:22.968]',0.031,0.690,77.927,-,-
'[13:33:22.976]',-0.016,0.671,77.927,-,-
'[13:33:22.984]',-0.031,0.651,77.513,-,-
'[13:33:22.992]',-0.039,0.631,77.513,-,-
'[13:33:23.000]',-0.031,0.612,77.513,-,-
'[13:33:23.008]',-0.023,0.588,77.513,-,-
'[13:33:23.016]',-0.016,0.569,77.927,-,-
'[13:33:23.024]',0.008,0.549,77.927,-,-
'[13:33:23.032]',0.023,0.529,77.927,-,-
'[13:33:23.040]',0.039,0.514,78.756,-,-
'[13:33:23.048]',0.062,0.494,77.927,-,-
'[13:33:23.056]',0.086,0.478,77.927,-,-
'[13:33:23.064]',0.109,0.459,77.927,-,-
'[13:33:23.072]',0.133,0.439,77.927,-,-
'[13:33:23.080]',0.172,0.424,77.513,-,-
'[13:33:23.088]',0.211,0.404,77.513,-,-
'[13:33:23.096]',0.258,0.388,77.513,-,-
'[13:33:23.104]',0.305,0.373,77.513,-,-
'[13:33:23.112]',0.352,0.361,77.927,-,-
'[13:33:23.120]',0.398,0.349,77.927,-,-
'[13:33:23.128]',0.414,0.341,77.927,-,-
'[13:33:23.136]',0.430,0.337,77.927,-,-
'[13:33:23.144]',0.422,0.337,77.927,-,-
'[13:33:23.152]',0.398,0.337,76.684,-,-
'[13:33:23.160]',0.367,0.345,75.026,-,-
'[13:33:23.168]',0.312,0.353,73.368,-,-
'[13:33:23.176]',0.258,0.365,73.368,-,-
'[13:33:23.184]',0.219,0.376,77.513,-,-
'[13:33:23.192]',0.188,0.388,87.461,-,-
'[13:33:23.200]',0.164,0.400,104.041,-,-
'[13:33:23.208]',0.156,0.412,120.207,-,-
'[13:33:23.216]',0.148,0.420,131.399,-,-
'[13:33:23.224]',0.164,0.424,135.130,-,-
'[13:33:23.232]',0.164,0.427,134.301,-,-
'[13:33:23.240]',0.164,0.427,134.301,-,-
'[13:33:23.248]',0.164,0.427,135.959,-,-
'[13:33:23.256]',0.164,0.427,136.788,-,-
'[13:33:23.264]',0.164,0.424,137.617,-,-
'[13:33:23.272]',0.164,0.424,135.959,-,-
'[13:33:23.280]',0.164,0.416,134.301,-,-
'[13:33:23.288]',0.164,0.412,132.228,-,-
'[13:33:23.296]',0.164,0.408,130.570,-,-
'[13:33:23.304]',0.164,0.400,128.083,-,-
'[13:33:23.312]',0.156,0.392,126.425,-,-
'[13:33:23.320]',0.156,0.384,124.352,-,-
'[13:33:23.328]',0.148,0.376,122.694,-,-
'[13:33:23.336]',0.148,0.373,120.207,-,-
'[13:33:23.344]',0.164,0.365,117.306,-,-
'[13:33:23.352]',0.188,0.361,114.819,-,-
'[13:33:23.360]',0.242,0.353,111.917,-,-
'[13:33:23.368]',0.297,0.345,108.601,-,-
'[13:33:23.376]',0.305,0.337,105.285,-,-
'[13:33:23.384]',0.273,0.325,101.554,-,-
'[13:33:23.392]',0.219,0.322,98.238,-,-
'[13:33:23.400]',0.164,0.322,95.337,-,-
'[13:33:23.408]',0.133,0.329,92.021,-,-
'[13:33:23.416]',0.133,0.353,89.948,-,-
'[13:33:23.424]',0.133,0.384,87.461,-,-
'[13:33:23.432]',0.133,0.424,85.803,-,-
'[13:33:23.440]',0.133,0.475,84.560,-,-
'[13:33:23.448]',0.094,0.529,82.902,-,-
'[13:33:23.456]',-0.070,0.584,81.244,-,-
'[13:33:23.464]',-0.305,0.627,80.415,-,-
'[13:33:23.472]',-0.336,0.663,79.585,-,-
'[13:33:23.480]',0.617,0.686,78.756,-,-
'[13:33:23.488]',1.508,0.698,78.756,-,-
'[13:33:23.496]',1.508,0.698,77.927,-,-
'[13:33:23.504]',1.047,0.690,77.927,-,-
'[13:33:23.512]',0.547,0.678,77.927,-,-
'[13:33:23.520]',0.227,0.663,77.513,-,-
'[13:33:23.528]',0.062,0.647,77.513,-,-
'[13:33:23.536]',0.008,0.631,77.513,-,-
'[13:33:23.544]',-0.008,0.612,77.513,-,-
'[13:33:23.552]',-0.008,0.592,77.513,-,-
'[13:33:23.560]',0.008,0.573,77.513,-,-
'[13:33:23.568]',0.008,0.553,77.927,-,-
'[13:33:23.576]',0.023,0.529,77.927,-,-
'[13:33:23.584]',0.039,0.510,78.756,-,-
'[13:33:23.592]',0.055,0.490,78.756,-,-
'[13:33:23.600]',0.078,0.471,78.756,-,-
'[13:33:23.608]',0.094,0.451,78.756,-,-
'[13:33:23.616]',0.117,0.435,78.756,-,-
'[13:33:23.624]',0.148,0.420,77.927,-,-
'[13:33:23.632]',0.180,0.404,77.927,-,-
'[13:33:23.640]',0.211,0.388,77.927,-,-
'[13:33:23.648]',0.250,0.369,77.513,-,-
'[13:33:23.656]',0.297,0.353,77.513,-,-
'[13:33:23.664]',0.344,0.341,77.513,-,-
'[13:33:23.672]',0.398,0.329,77.513,-,-
'[13:33:23.680]',0.445,0.322,77.513,-,-
'[13:33:23.688]',0.469,0.322,77.927,-,-
'[13:33:23.696]',0.484,0.322,77.927,-,-
'[13:33:23.704]',0.484,0.325,77.513,-,-
'[13:33:23.712]',0.469,0.337,76.684,-,-
'[13:33:23.720]',0.430,0.349,75.026,-,-
'[13:33:23.728]',0.367,0.361,73.368,-,-
'[13:33:23.736]',0.305,0.373,72.539,-,-
'[13:33:23.744]',0.258,0.384,75.026,-,-
'[13:33:23.752]',0.211,0.396,82.902,-,-
'[13:33:23.760]',0.180,0.408,97.824,-,-
'[13:33:23.768]',0.164,0.416,114.819,-,-
'[13:33:23.776]',0.164,0.420,127.254,-,-
'[13:33:23.784]',0.164,0.424,132.228,-,-
'[13:33:23.792]',0.164,0.424,132.228,-,-
'[13:33:23.800]',0.164,0.424,131.399,-,-
'[13:33:23.808]',0.164,0.420,131.399,-,-
'[13:33:23.816]',0.164,0.416,132.642,-,-
'[13:33:23.824]',0.164,0.412,133.472,-,-
'[13:33:23.832]',0.164,0.408,132.642,-,-
'[13:33:23.840]',0.156,0.404,131.399,-,-
'[13:33:23.848]',0.148,0.396,128.912,-,-
'[13:33:23.856]',0.156,0.392,126.425,-,-
'[13:33:23.864]',0.156,0.384,124.352,-,-
'[13:33:23.872]',0.156,0.376,121.865,-,-
'[13:33:23.880]',0.148,0.369,120.207,-,-
'[13:33:23.888]',0.148,0.361,118.135,-,-
'[13:33:23.896]',0.148,0.353,115.648,-,-
'[13:33:23.904]',0.141,0.345,112.332,-,-
'[13:33:23.912]',0.141,0.337,109.430,-,-
'[13:33:23.920]',0.148,0.329,106.114,-,-
'[13:33:23.928]',0.188,0.325,103.212,-,-
'[13:33:23.936]',0.242,0.318,99.896,-,-
'[13:33:23.944]',0.289,0.310,96.995,-,-
'[13:33:23.952]',0.289,0.302,93.679,-,-
'[13:33:23.960]',0.258,0.298,90.777,-,-
'[13:33:23.968]',0.203,0.302,87.461,-,-
'[13:33:23.976]',0.164,0.318,84.974,-,-
'[13:33:23.984]',0.133,0.345,82.902,-,-
'[13:33:23.992]',0.125,0.388,81.244,-,-
'[13:33:24.000]',0.133,0.443,79.585,-,-
'[13:33:24.008]',0.133,0.502,77.927,-,-
'[13:33:24.016]',0.133,0.557,76.684,-,-
'[13:33:24.024]',0.094,0.600,75.855,-,-
'[13:33:24.032]',-0.070,0.631,75.026,-,-
'[13:33:24.040]',-0.273,0.655,74.197,-,-
'[13:33:24.048]',-0.117,0.671,73.368,-,-
'[13:33:24.056]',0.781,0.675,73.368,-,-
'[13:33:24.064]',1.508,0.675,72.539,-,-
'[13:33:24.072]',1.508,0.663,72.539,-,-
'[13:33:24.080]',0.828,0.651,72.539,-,-
'[13:33:24.088]',0.367,0.635,71.710,-,-
'[13:33:24.096]',0.164,0.616,71.710,-,-
'[13:33:24.104]',0.062,0.592,71.710,-,-
'[13:33:24.112]',0.008,0.573,71.710,-,-
'[13:33:24.120]',0.008,0.549,72.539,-,-
'[13:33:24.128]',0.008,0.529,72.539,-,-
'[13:33:24.136]',0.016,0.510,72.539,-,-
'[13:33:24.144]',0.023,0.490,73.368,-,-
'[13:33:24.152]',0.047,0.471,73.368,-,-
'[13:33:24.160]',0.062,0.447,73.368,-,-
'[13:33:24.168]',0.078,0.427,73.368,-,-
'[13:33:24.176]',0.094,0.404,73.368,-,-
'[13:33:24.184]',0.102,0.384,73.368,-,-
'[13:33:24.192]',0.133,0.365,72.539,-,-
'[13:33:24.200]',0.164,0.345,72.539,-,-
'[13:33:24.208]',0.195,0.325,72.539,-,-
'[13:33:24.216]',0.234,0.310,71.710,-,-
'[13:33:24.224]',0.281,0.294,71.710,-,-
'[13:33:24.232]',0.344,0.282,71.710,-,-
'[13:33:24.240]',0.406,0.275,71.710,-,-
'[13:33:24.248]',0.461,0.271,71.710,-,-
'[13:33:24.256]',0.508,0.267,71.710,-,-
'[13:33:24.264]',0.531,0.271,72.539,-,-
'[13:33:24.272]',0.547,0.278,72.539,-,-
'[13:33:24.280]',0.547,0.290,71.710,-,-
'[13:33:24.288]',0.516,0.306,71.295,-,-
'[13:33:24.296]',0.453,0.322,68.808,-,-
'[13:33:24.304]',0.391,0.337,67.150,-,-
'[13:33:24.312]',0.328,0.353,65.492,-,-
'[13:33:24.320]',0.266,0.369,65.492,-,-
'[13:33:24.328]',0.219,0.376,67.979,-,-
'[13:33:24.336]',0.188,0.384,76.684,-,-
'[13:33:24.344]',0.172,0.392,90.777,-,-
'[13:33:24.352]',0.172,0.396,105.285,-,-
'[13:33:24.360]',0.172,0.396,116.477,-,-
'[13:33:24.368]',0.164,0.396,119.378,-,-
'[13:33:24.376]',0.164,0.396,118.549,-,-
'[13:33:24.384]',0.164,0.392,118.135,-,-
'[13:33:24.392]',0.164,0.388,118.135,-,-
'[13:33:24.400]',0.164,0.384,119.378,-,-
'[13:33:24.408]',0.164,0.380,120.207,-,-
'[13:33:24.416]',0.164,0.373,120.207,-,-
'[13:33:24.424]',0.164,0.369,118.549,-,-
'[13:33:24.432]',0.164,0.361,116.477,-,-
'[13:33:24.440]',0.164,0.357,114.819,-,-
'[13:33:24.448]',0.156,0.349,112.332,-,-
'[13:33:24.456]',0.148,0.341,111.088,-,-
'[13:33:24.464]',0.148,0.333,108.601,-,-
'[13:33:24.472]',0.164,0.325,106.114,-,-
'[13:33:24.480]',0.203,0.322,103.212,-,-
'[13:33:24.488]',0.266,0.318,100.725,-,-
'[13:33:24.496]',0.297,0.314,97.824,-,-
'[13:33:24.504]',0.305,0.310,95.337,-,-
'[13:33:24.512]',0.258,0.306,92.021,-,-
'[13:33:24.520]',0.211,0.298,89.119,-,-
'[13:33:24.528]',0.164,0.294,86.632,-,-
'[13:33:24.536]',0.141,0.286,84.560,-,-
'[13:33:24.544]',0.133,0.282,82.073,-,-
'[13:33:24.552]',0.133,0.278,80.415,-,-
'[13:33:24.560]',0.133,0.286,78.756,-,-
'[13:33:24.568]',0.133,0.302,77.513,-,-
'[13:33:24.576]',0.086,0.333,76.684,-,-
'[13:33:24.584]',-0.102,0.380,75.026,-,-
'[13:33:24.592]',-0.266,0.439,74.197,-,-
'[13:33:24.600]',0.023,0.498,73.368,-,-
'[13:33:24.608]',0.992,0.557,72.539,-,-
'[13:33:24.616]',1.508,0.604,71.710,-,-
'[13:33:24.624]',1.469,0.639,71.710,-,-
'[13:33:24.632]',0.750,0.667,71.295,-,-
'[13:33:24.640]',0.328,0.682,71.295,-,-
'[13:33:24.648]',0.148,0.686,70.466,-,-
'[13:33:24.656]',0.047,0.682,70.466,-,-
'[13:33:24.664]',0.008,0.671,70.466,-,-
'[13:33:24.672]',0.008,0.655,70.466,-,-
'[13:33:24.680]',0.008,0.635,69.637,-,-
'[13:33:24.688]',0.016,0.616,70.466,-,-
'[13:33:24.696]',0.023,0.592,70.466,-,-
'[13:33:24.704]',0.039,0.569,70.466,-,-
'[13:33:24.712]',0.055,0.541,70.466,-,-
'[13:33:24.720]',0.078,0.518,70.466,-,-
'[13:33:24.728]',0.094,0.494,70.466,-,-
'[13:33:24.736]',0.117,0.471,70.466,-,-
'[13:33:24.744]',0.133,0.451,70.466,-,-
'[13:33:24.752]',0.164,0.424,70.466,-,-
'[13:33:24.760]',0.203,0.400,70.466,-,-
'[13:33:24.768]',0.242,0.376,70.466,-,-
'[13:33:24.776]',0.289,0.353,70.466,-,-
'[13:33:24.784]',0.344,0.329,70.466,-,-
'[13:33:24.792]',0.398,0.310,70.466,-,-
'[13:33:24.800]',0.453,0.290,71.295,-,-
'[13:33:24.808]',0.492,0.275,71.710,-,-
'[13:33:24.816]',0.516,0.263,72.539,-,-
'[13:33:24.824]',0.523,0.251,72.539,-,-
'[13:33:24.832]',0.492,0.247,71.710,-,-
'[13:33:24.840]',0.461,0.247,70.466,-,-
'[13:33:24.848]',0.398,0.251,68.808,-,-
'[13:33:24.856]',0.328,0.255,67.150,-,-
'[13:33:24.864]',0.266,0.267,66.321,-,-
'[13:33:24.872]',0.211,0.278,66.321,-,-
'[13:33:24.880]',0.180,0.294,68.808,-,-
'[13:33:24.888]',0.156,0.310,76.684,-,-
'[13:33:24.896]',0.141,0.325,89.948,-,-
'[13:33:24.904]',0.133,0.337,105.285,-,-
'[13:33:24.912]',0.133,0.353,116.477,-,-
'[13:33:24.920]',0.141,0.365,120.207,-,-
'[13:33:24.928]',0.148,0.373,120.207,-,-
'[13:33:24.936]',0.148,0.376,119.378,-,-
'[13:33:24.944]',0.148,0.384,121.036,-,-
'[13:33:24.952]',0.156,0.388,122.694,-,-
'[13:33:24.960]',0.164,0.388,123.523,-,-
'[13:33:24.968]',0.164,0.388,123.523,-,-
'[13:33:24.976]',0.164,0.388,121.865,-,-
'[13:33:24.984]',0.164,0.388,119.378,-,-
'[13:33:24.992]',0.164,0.384,118.135,-,-
'[13:33:25.000]',0.164,0.376,116.477,-,-
'[13:33:25.008]',0.156,0.373,114.819,-,-
'[13:33:25.016]',0.148,0.369,113.161,-,-
'[13:33:25.024]',0.148,0.365,111.088,-,-
'[13:33:25.032]',0.180,0.361,108.601,-,-
'[13:33:25.040]',0.227,0.357,106.114,-,-
'[13:33:25.048]',0.281,0.357,104.041,-,-
'[13:33:25.056]',0.297,0.353,101.554,-,-
'[13:33:25.064]',0.273,0.349,98.238,-,-
'[13:33:25.072]',0.234,0.341,95.337,-,-
'[13:33:25.080]',0.188,0.333,92.850,-,-
'[13:33:25.088]',0.148,0.325,89.948,-,-
'[13:33:25.096]',0.133,0.318,87.461,-,-
'[13:33:25.104]',0.133,0.314,85.803,-,-
'[13:33:25.112]',0.133,0.322,84.560,-,-
'[13:33:25.120]',0.133,0.337,82.902,-,-
'[13:33:25.128]',0.117,0.365,82.073,-,-
'[13:33:25.136]',-0.008,0.408,80.415,-,-
'[13:33:25.144]',-0.227,0.463,79.585,-,-
'[13:33:25.152]',-0.273,0.525,78.756,-,-
'[13:33:25.160]',0.562,0.584,77.513,-,-
'[13:33:25.168]',1.508,0.639,76.684,-,-
'[13:33:25.176]',1.508,0.678,75.855,-,-
'[13:33:25.184]',1.266,0.706,75.855,-,-
'[13:33:25.192]',0.641,0.718,75.026,-,-
'[13:33:25.200]',0.273,0.722,74.197,-,-
'[13:33:25.208]',0.086,0.718,73.368,-,-
'[13:33:25.216]',0.008,0.706,73.368,-,-
'[13:33:25.224]',-0.023,0.690,73.368,-,-
'[13:33:25.232]',-0.031,0.675,72.539,-,-
'[13:33:25.240]',-0.023,0.655,72.539,-,-
'[13:33:25.248]',-0.016,0.635,72.539,-,-
'[13:33:25.256]',-0.008,0.612,72.539,-,-
'[13:33:25.264]',0.008,0.584,73.368,-,-
'[13:33:25.272]',0.031,0.561,73.368,-,-
'[13:33:25.280]',0.055,0.537,73.368,-,-
'[13:33:25.288]',0.070,0.514,73.368,-,-
'[13:33:25.296]',0.094,0.490,72.539,-,-
'[13:33:25.304]',0.109,0.463,72.539,-,-
'[13:33:25.312]',0.141,0.439,72.539,-,-
'[13:33:25.320]',0.180,0.420,72.539,-,-
'[13:33:25.328]',0.211,0.400,72.539,-,-
'[13:33:25.336]',0.258,0.380,72.539,-,-
'[13:33:25.344]',0.312,0.361,72.539,-,-
'[13:33:25.352]',0.367,0.341,73.368,-,-
'[13:33:25.360]',0.430,0.322,73.368,-,-
'[13:33:25.368]',0.453,0.306,74.197,-,-
'[13:33:25.376]',0.469,0.290,75.026,-,-
'[13:33:25.384]',0.469,0.282,74.197,-,-
'[13:33:25.392]',0.445,0.278,73.368,-,-
'[13:33:25.400]',0.414,0.278,71.710,-,-
'[13:33:25.408]',0.352,0.286,70.466,-,-
'[13:33:25.416]',0.297,0.298,69.637,-,-
'[13:33:25.424]',0.242,0.310,71.295,-,-
'[13:33:25.432]',0.203,0.322,77.927,-,-
'[13:33:25.440]',0.172,0.337,92.021,-,-
'[13:33:25.448]',0.148,0.353,109.430,-,-
'[13:33:25.456]',0.148,0.369,124.352,-,-
'[13:33:25.464]',0.148,0.380,130.570,-,-
'[13:33:25.472]',0.148,0.392,132.228,-,-
'[13:33:25.480]',0.148,0.400,132.228,-,-
