'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:05:11.704]',0.965,0.415,0.765,1.000,1.625,86.259,3.751
'[13:05:11.712]',0.960,0.405,0.755,1.000,1.552,92.218,3.868
'[13:05:11.720]',0.960,0.415,0.760,1.000,1.491,97.200,4.064
'[13:05:11.728]',0.965,0.405,0.755,1.000,1.430,100.912,4.308
'[13:05:11.736]',0.965,0.410,0.765,1.000,1.373,103.550,4.562
'[13:05:11.744]',0.970,0.395,0.755,1.000,1.324,105.064,4.806
'[13:05:11.752]',0.965,0.400,0.765,1.000,1.283,105.406,5.002
'[13:05:11.760]',0.975,0.395,0.760,1.000,1.250,104.868,5.060
'[13:05:11.768]',0.970,0.400,0.775,1.000,1.225,103.501,5.002
'[13:05:11.776]',0.975,0.395,0.770,1.000,1.205,101.449,4.806
'[13:05:11.784]',0.970,0.405,0.775,1.000,1.192,99.007,4.621
'[13:05:11.792]',1.000,0.385,0.780,1.000,1.183,96.223,4.562
'[13:05:11.800]',1.015,0.390,0.790,1.000,1.178,93.439,4.621
'[13:05:11.808]',1.040,0.360,0.780,1.000,1.178,90.557,4.875
'[13:05:11.816]',1.040,0.365,0.785,1.000,1.180,87.724,5.373
'[13:05:11.824]',1.025,0.365,0.770,1.000,1.180,84.989,5.871
'[13:05:11.832]',0.990,0.390,0.770,1.000,1.178,82.351,6.242
'[13:05:11.840]',0.970,0.400,0.745,1.000,1.173,79.811,6.311
'[13:05:11.848]',0.945,0.415,0.745,1.000,1.166,77.418,6.125
'[13:05:11.856]',0.935,0.425,0.735,1.000,1.158,75.171,5.871
'[13:05:11.864]',0.930,0.420,0.730,0.997,1.151,73.071,5.617
'[13:05:11.872]',0.930,0.430,0.735,0.994,1.141,70.873,5.500
'[13:05:11.880]',0.925,0.420,0.725,0.981,1.129,68.675,5.431
'[13:05:11.888]',0.935,0.430,0.735,0.968,1.115,66.526,5.431
'[13:05:11.896]',0.930,0.420,0.725,0.956,1.100,64.572,5.558
'[13:05:11.904]',0.920,0.430,0.765,0.943,1.081,62.814,5.812
'[13:05:11.912]',1.025,0.320,0.820,0.930,1.067,61.251,6.125
'[13:05:11.920]',1.385,0.100,0.935,0.917,1.060,59.932,6.623
'[13:05:11.928]',1.500,-0.005,0.955,0.905,1.056,58.857,7.121
'[13:05:11.936]',1.270,0.290,0.825,0.892,1.064,57.978,7.561
'[13:05:11.944]',1.020,0.420,0.615,0.880,1.090,57.343,7.747
'[13:05:11.952]',0.925,0.430,0.600,0.868,1.142,56.903,7.747
'[13:05:11.960]',0.895,0.435,0.665,0.857,1.227,56.757,7.688
'[13:05:11.968]',0.890,0.450,0.695,0.846,1.347,56.659,7.493
'[13:05:11.976]',0.895,0.440,0.705,0.835,1.501,56.855,7.307
'[13:05:11.984]',0.890,0.450,0.720,0.824,1.685,57.196,7.180
'[13:05:11.992]',0.900,0.440,0.710,0.813,1.889,57.490,6.994
'[13:05:12.000]',0.900,0.450,0.720,0.803,2.100,57.880,6.750
'[13:05:12.008]',0.905,0.440,0.715,0.792,2.359,58.173,6.311
'[13:05:12.016]',0.905,0.445,0.720,0.781,2.518,58.466,5.558
'[13:05:12.024]',0.910,0.435,0.720,0.772,2.671,58.808,4.689
'[13:05:12.032]',0.915,0.440,0.715,0.762,2.859,59.004,3.937
'[13:05:12.040]',0.925,0.425,0.725,0.753,2.943,59.150,3.624
'[13:05:12.048]',0.925,0.430,0.720,0.745,2.995,59.150,3.751
'[13:05:12.056]',0.930,0.415,0.730,0.735,3.018,59.053,4.435
'[13:05:12.064]',0.935,0.415,0.725,0.726,3.002,58.808,5.304
'[13:05:12.072]',0.950,0.400,0.735,0.717,2.969,58.466,6.057
'[13:05:12.080]',0.950,0.395,0.725,0.707,2.920,58.027,6.311
'[13:05:12.088]',0.960,0.385,0.740,0.698,2.823,57.538,5.998
'[13:05:12.096]',0.970,0.380,0.725,0.689,2.753,57.050,5.187
'[13:05:12.104]',0.975,0.370,0.735,0.680,2.680,56.561,4.064
'[13:05:12.112]',0.990,0.365,0.725,0.671,2.599,55.975,2.872
'[13:05:12.120]',1.000,0.355,0.735,0.663,2.462,55.487,1.680
'[13:05:12.128]',1.010,0.350,0.730,0.655,2.366,54.998,0.811
'[13:05:12.136]',1.020,0.345,0.745,0.647,2.264,54.412,0.371
'[13:05:12.144]',1.025,0.340,0.740,0.639,2.109,53.973,0.313
'[13:05:12.152]',1.020,0.350,0.750,0.631,2.006,53.729,0.684
'[13:05:12.160]',1.025,0.350,0.750,0.624,1.905,54.119,1.250
'[13:05:12.168]',1.015,0.365,0.765,0.616,1.805,55.536,1.876
'[13:05:12.176]',1.000,0.365,0.760,0.608,1.710,58.369,2.374
'[13:05:12.184]',0.985,0.390,0.770,0.601,1.630,62.667,2.618
'[13:05:12.192]',0.975,0.390,0.765,0.594,1.561,68.235,2.618
'[13:05:12.200]',0.970,0.405,0.770,0.587,1.489,74.634,2.559
'[13:05:12.208]',0.965,0.405,0.765,0.580,1.419,80.984,2.501
'[13:05:12.216]',0.960,0.415,0.770,0.572,1.356,86.943,2.559
'[13:05:12.224]',0.970,0.405,0.765,0.564,1.299,91.973,2.686
'[13:05:12.232]',0.965,0.415,0.770,0.556,1.251,96.076,2.872
'[13:05:12.240]',0.975,0.400,0.765,0.548,1.211,99.056,3.185
'[13:05:12.248]',0.970,0.410,0.770,0.539,1.177,101.010,3.751
'[13:05:12.256]',0.965,0.405,0.765,0.530,1.150,101.889,4.308
'[13:05:12.264]',0.975,0.410,0.760,0.521,1.128,101.742,4.806
'[13:05:12.272]',0.975,0.405,0.770,0.512,1.112,100.717,5.119
'[13:05:12.280]',0.975,0.400,0.770,0.503,1.104,99.007,5.119
'[13:05:12.288]',0.970,0.415,0.770,0.494,1.102,96.662,5.002
'[13:05:12.296]',1.000,0.395,0.780,0.485,1.103,94.123,4.748
'[13:05:12.304]',1.015,0.385,0.790,0.477,1.104,91.290,4.494
'[13:05:12.312]',1.035,0.375,0.790,0.468,1.103,88.506,4.494
'[13:05:12.320]',1.040,0.365,0.785,0.459,1.100,85.673,4.748
'[13:05:12.328]',1.045,0.360,0.770,0.450,1.093,82.840,5.304
'[13:05:12.336]',1.000,0.385,0.760,0.441,1.089,80.104,5.812
'[13:05:12.344]',0.970,0.400,0.745,0.432,1.082,77.564,6.125
'[13:05:12.352]',0.950,0.420,0.745,0.424,1.072,75.073,6.184
'[13:05:12.360]',0.940,0.420,0.730,0.416,1.061,72.680,6.057
'[13:05:12.368]',0.935,0.430,0.735,0.409,1.048,70.384,5.812
'[13:05:12.376]',0.935,0.425,0.725,0.401,1.038,68.040,5.431
'[13:05:12.384]',0.930,0.430,0.735,0.393,1.031,65.793,5.187
'[13:05:12.392]',0.935,0.420,0.725,0.386,1.022,63.693,5.119
'[13:05:12.400]',0.925,0.435,0.740,0.378,1.014,61.739,5.246
'[13:05:12.408]',0.910,0.420,0.750,0.371,1.014,59.981,5.558
'[13:05:12.416]',0.985,0.345,0.800,0.363,1.029,58.564,5.998
'[13:05:12.424]',1.325,0.120,0.910,0.355,1.070,57.343,6.555
'[13:05:12.432]',1.500,-0.010,0.955,0.348,1.140,56.415,7.121
'[13:05:12.440]',1.290,0.265,0.860,0.342,1.242,55.780,7.493
'[13:05:12.448]',1.020,0.430,0.650,0.335,1.379,55.340,7.688
'[13:05:12.456]',0.935,0.435,0.600,0.330,1.544,55.047,7.561
'[13:05:12.464]',0.900,0.425,0.655,0.324,1.730,54.998,7.375
'[13:05:12.472]',0.890,0.440,0.690,0.318,1.928,54.998,7.121
'[13:05:12.480]',0.900,0.435,0.700,0.312,2.100,55.243,6.867
'[13:05:12.488]',0.900,0.450,0.710,0.306,2.251,55.536,6.682
'[13:05:12.496]',0.900,0.440,0.715,0.299,2.410,55.926,6.369
'[13:05:12.504]',0.905,0.445,0.720,0.293,2.556,56.366,5.998
'[13:05:12.512]',0.905,0.440,0.715,0.287,2.680,56.757,5.558
'[13:05:12.520]',0.910,0.445,0.720,0.281,2.776,57.050,4.933
'[13:05:12.528]',0.915,0.435,0.715,0.276,2.843,57.343,4.122
'[13:05:12.536]',0.910,0.430,0.720,0.270,2.880,57.587,3.312
'[13:05:12.544]',0.925,0.420,0.715,0.265,2.890,57.734,2.813
'[13:05:12.552]',0.925,0.430,0.720,0.260,2.875,57.734,2.999
'[13:05:12.560]',0.935,0.415,0.720,0.255,2.842,57.685,3.810
'[13:05:12.568]',0.940,0.420,0.725,0.250,2.793,57.441,4.933
'[13:05:12.576]',0.950,0.405,0.720,0.246,2.736,57.099,6.125
'[13:05:12.584]',0.950,0.400,0.730,0.242,2.673,56.659,6.809
'[13:05:12.592]',0.965,0.385,0.720,0.238,2.595,56.171,6.682
'[13:05:12.600]',0.970,0.385,0.730,0.235,2.508,55.633,5.744
'[13:05:12.608]',0.980,0.365,0.720,0.232,2.414,55.096,4.249
'[13:05:12.616]',0.995,0.360,0.720,0.229,2.314,54.608,2.501
'[13:05:12.624]',1.005,0.345,0.725,0.226,2.209,54.119,0.869
'[13:05:12.632]',1.010,0.350,0.720,0.224,2.101,53.631,-0.381
'[13:05:12.640]',1.025,0.340,0.730,0.221,1.992,53.094,-1.065
'[13:05:12.648]',1.030,0.340,0.725,0.220,1.888,52.654,-1.006
'[13:05:12.656]',1.025,0.335,0.740,0.218,1.784,52.410,-0.381
'[13:05:12.664]',1.025,0.345,0.735,0.217,1.684,52.605,0.557
'[13:05:12.672]',1.020,0.350,0.750,0.215,1.590,53.631,1.436
'[13:05:12.680]',1.005,0.370,0.745,0.214,1.512,55.926,2.120
'[13:05:12.688]',0.995,0.380,0.765,0.213,1.444,59.736,2.432
'[13:05:12.696]',0.980,0.390,0.755,0.211,1.373,64.865,2.374
'[13:05:12.704]',0.975,0.400,0.765,0.210,1.307,70.970,2.061
'[13:05:12.712]',0.975,0.405,0.760,0.208,1.247,77.369,1.680
'[13:05:12.720]',0.975,0.410,0.770,0.206,1.196,83.377,1.436
'[13:05:12.728]',0.975,0.400,0.760,0.204,1.153,88.603,1.495
'[13:05:12.736]',0.975,0.410,0.770,0.202,1.119,92.804,1.876
'[13:05:12.744]',0.975,0.400,0.755,0.200,1.092,95.881,2.559
'[13:05:12.752]',0.970,0.415,0.760,0.197,1.072,97.884,3.370
'[13:05:12.760]',0.975,0.400,0.750,0.195,1.059,98.909,3.995
'[13:05:12.768]',0.970,0.410,0.765,0.192,1.050,99.056,4.376
'[13:05:12.776]',0.970,0.405,0.760,0.189,1.048,98.323,4.562
'[13:05:12.784]',0.975,0.410,0.770,0.186,1.050,96.809,4.562
'[13:05:12.792]',0.975,0.395,0.765,0.182,1.051,94.611,4.435
'[13:05:12.800]',1.000,0.395,0.785,0.179,1.053,92.120,4.249
'[13:05:12.808]',1.015,0.385,0.780,0.175,1.056,89.385,4.122
'[13:05:12.816]',1.030,0.380,0.790,0.171,1.057,86.503,4.181
'[13:05:12.824]',1.045,0.365,0.770,0.168,1.056,83.670,4.689
'[13:05:12.832]',1.025,0.375,0.770,0.164,1.053,80.935,5.431
'[13:05:12.840]',0.995,0.390,0.755,0.162,1.049,78.248,6.125
'[13:05:12.848]',0.970,0.410,0.745,0.159,1.045,75.611,6.438
'[13:05:12.856]',0.950,0.415,0.740,0.156,1.041,73.120,6.438
'[13:05:12.864]',0.935,0.425,0.725,0.154,1.034,70.677,6.184
'[13:05:12.872]',0.935,0.420,0.735,0.151,1.024,68.382,5.812
'[13:05:12.880]',0.925,0.430,0.725,0.148,1.017,66.037,5.373
'[13:05:12.888]',0.935,0.425,0.735,0.146,1.008,63.790,5.187
'[13:05:12.896]',0.930,0.420,0.725,0.143,0.994,61.592,5.246
'[13:05:12.904]',0.925,0.435,0.735,0.140,0.982,59.687,5.373
'[13:05:12.912]',0.910,0.430,0.745,0.137,0.977,57.929,5.617
'[13:05:12.920]',0.975,0.355,0.795,0.135,0.983,56.464,5.930
'[13:05:12.928]',1.290,0.140,0.905,0.133,1.011,55.340,6.369
'[13:05:12.936]',1.500,-0.030,0.950,0.131,1.066,54.510,6.936
'[13:05:12.944]',1.320,0.240,0.865,0.129,1.155,53.924,7.248
'[13:05:12.952]',1.030,0.435,0.670,0.128,1.279,53.533,7.375
'[13:05:12.960]',0.925,0.440,0.600,0.127,1.433,53.338,7.307
'[13:05:12.968]',0.885,0.435,0.660,0.125,1.612,53.338,7.063
'[13:05:12.976]',0.875,0.455,0.685,0.124,1.780,53.484,6.936
'[13:05:12.984]',0.880,0.460,0.710,0.123,1.942,53.777,6.750
'[13:05:12.992]',0.890,0.450,0.705,0.123,2.122,54.168,6.496
'[13:05:13.000]',0.890,0.460,0.720,0.122,2.301,54.559,6.184
'[13:05:13.008]',0.900,0.450,0.715,0.121,2.464,54.998,5.744
'[13:05:13.016]',0.895,0.455,0.720,0.121,2.603,55.340,5.187
'[13:05:13.024]',0.905,0.440,0.715,0.120,2.712,55.731,4.494
'[13:05:13.032]',0.905,0.445,0.720,0.120,2.789,56.073,3.751
'[13:05:13.040]',0.910,0.435,0.720,0.119,2.834,56.317,3.058
'[13:05:13.048]',0.915,0.440,0.725,0.119,2.848,56.415,2.745
'[13:05:13.056]',0.920,0.430,0.730,0.119,2.839,56.464,2.931
'[13:05:13.064]',0.925,0.430,0.725,0.120,2.806,56.366,3.810
'[13:05:13.072]',0.930,0.415,0.735,0.121,2.758,56.122,5.002
'[13:05:13.080]',0.945,0.415,0.725,0.121,2.702,55.780,6.125
'[13:05:13.088]',0.950,0.405,0.735,0.122,2.638,55.340,6.682
'[13:05:13.096]',0.955,0.395,0.725,0.123,2.561,54.852,6.438
'[13:05:13.104]',0.965,0.390,0.735,0.125,2.474,54.363,5.373
'[13:05:13.112]',0.975,0.375,0.725,0.126,2.379,53.875,3.810
'[13:05:13.120]',0.985,0.365,0.730,0.128,2.280,53.338,2.061
'[13:05:13.128]',1.000,0.350,0.720,0.130,2.176,52.947,0.498
'[13:05:13.136]',1.010,0.355,0.730,0.133,2.068,52.507,-0.625
'[13:05:13.144]',1.020,0.340,0.730,0.135,1.960,51.970,-1.192
'[13:05:13.152]',1.020,0.350,0.745,0.137,1.853,51.531,-1.065
'[13:05:13.160]',1.025,0.340,0.740,0.140,1.749,51.237,-0.508
'[13:05:13.168]',1.020,0.350,0.750,0.142,1.647,51.384,0.244
'[13:05:13.176]',1.015,0.355,0.750,0.144,1.561,52.410,0.996
'[13:05:13.184]',1.000,0.375,0.770,0.146,1.486,54.754,1.563
'[13:05:13.192]',0.990,0.375,0.765,0.149,1.407,58.466,1.876
'[13:05:13.200]',0.975,0.400,0.775,0.151,1.330,63.595,1.934
'[13:05:13.208]',0.965,0.405,0.770,0.153,1.260,69.652,1.876
'[13:05:13.216]',0.960,0.415,0.770,0.155,1.198,76.099,1.876
'[13:05:13.224]',0.960,0.410,0.765,0.157,1.147,82.156,2.061
'[13:05:13.232]',0.960,0.415,0.770,0.158,1.106,87.529,2.374
'[13:05:13.240]',0.955,0.410,0.765,0.158,1.073,91.925,2.813
'[13:05:13.248]',0.950,0.415,0.770,0.159,1.050,95.246,3.370
'[13:05:13.256]',0.955,0.410,0.765,0.159,1.035,97.542,3.868
'[13:05:13.264]',0.950,0.415,0.770,0.160,1.025,98.812,4.122
'[13:05:13.272]',0.960,0.410,0.770,0.160,1.020,99.056,4.249
'[13:05:13.280]',0.965,0.415,0.770,0.160,1.020,98.372,4.181
'[13:05:13.288]',0.970,0.410,0.775,0.159,1.024,96.907,4.181
'[13:05:13.296]',0.970,0.415,0.770,0.159,1.036,94.855,4.064
'[13:05:13.304]',0.990,0.400,0.790,0.158,1.053,92.315,3.995
'[13:05:13.312]',1.010,0.390,0.785,0.157,1.064,89.531,3.995
'[13:05:13.320]',1.025,0.375,0.790,0.156,1.068,86.698,4.249
'[13:05:13.328]',1.025,0.365,0.780,0.155,1.068,83.816,4.875
'[13:05:13.336]',1.015,0.375,0.785,0.153,1.066,80.935,5.617
'[13:05:13.344]',0.990,0.385,0.755,0.152,1.064,78.199,6.311
'[13:05:13.352]',0.960,0.410,0.755,0.151,1.058,75.562,6.555
'[13:05:13.360]',0.940,0.420,0.740,0.150,1.049,72.973,6.438
'[13:05:13.368]',0.925,0.435,0.745,0.149,1.038,70.629,6.057
'[13:05:13.376]',0.925,0.430,0.735,0.148,1.031,68.284,5.617
'[13:05:13.384]',0.925,0.435,0.745,0.147,1.025,66.037,5.187
'[13:05:13.392]',0.925,0.425,0.735,0.146,1.015,63.937,5.002
'[13:05:13.400]',0.920,0.435,0.745,0.145,1.004,61.885,5.060
'[13:05:13.408]',0.915,0.430,0.735,0.145,0.995,59.932,5.246
'[13:05:13.416]',0.900,0.435,0.765,0.144,0.993,58.222,5.558
'[13:05:13.424]',0.990,0.335,0.805,0.143,1.003,56.806,5.998
'[13:05:13.432]',1.320,0.125,0.920,0.142,1.032,55.682,6.496
'[13:05:13.440]',1.500,-0.030,0.950,0.142,1.086,54.803,6.867
'[13:05:13.448]',1.285,0.270,0.855,0.141,1.170,54.168,7.121
'[13:05:13.456]',1.020,0.440,0.650,0.140,1.286,53.729,7.121
'[13:05:13.464]',0.910,0.440,0.605,0.140,1.434,53.484,6.994
'[13:05:13.472]',0.880,0.455,0.660,0.140,1.580,53.435,6.809
'[13:05:13.480]',0.870,0.465,0.695,0.140,1.730,53.484,6.750
'[13:05:13.488]',0.880,0.460,0.715,0.141,1.910,53.729,6.682
'[13:05:13.496]',0.880,0.460,0.710,0.141,2.101,54.070,6.496
'[13:05:13.504]',0.875,0.465,0.720,0.141,2.286,54.510,6.125
'[13:05:13.512]',0.885,0.460,0.720,0.141,2.454,54.852,5.617
'[13:05:13.520]',0.885,0.455,0.725,0.141,2.595,55.243,4.933
'[13:05:13.528]',0.895,0.450,0.720,0.141,2.707,55.633,4.064
'[13:05:13.536]',0.900,0.455,0.730,0.142,2.787,55.926,3.185
'[13:05:13.544]',0.905,0.440,0.725,0.142,2.838,56.171,2.559
'[13:05:13.552]',0.905,0.445,0.735,0.143,2.859,56.317,2.432
'[13:05:13.560]',0.915,0.430,0.725,0.144,2.856,56.317,2.872
'[13:05:13.568]',0.915,0.435,0.735,0.145,2.831,56.220,3.937
'[13:05:13.576]',0.925,0.430,0.730,0.146,2.792,55.975,5.246
'[13:05:13.584]',0.925,0.425,0.740,0.147,2.743,55.682,6.311
'[13:05:13.592]',0.940,0.405,0.725,0.149,2.679,55.243,6.750
'[13:05:13.600]',0.945,0.405,0.730,0.150,2.603,54.803,6.311
'[13:05:13.608]',0.955,0.385,0.725,0.152,2.517,54.315,5.119
'[13:05:13.616]',0.955,0.390,0.730,0.155,2.425,53.777,3.497
'[13:05:13.624]',0.975,0.365,0.725,0.157,2.327,53.289,1.807
'[13:05:13.632]',0.980,0.370,0.730,0.160,2.227,52.800,0.313
'[13:05:13.640]',0.995,0.355,0.735,0.162,2.124,52.312,-0.821
'[13:05:13.648]',1.000,0.350,0.730,0.165,2.022,51.775,-1.319
'[13:05:13.656]',1.010,0.345,0.740,0.168,1.919,51.433,-1.133
'[13:05:13.664]',1.015,0.350,0.735,0.171,1.819,51.237,-0.567
'[13:05:13.672]',1.010,0.360,0.750,0.174,1.735,51.628,0.244
'[13:05:13.680]',1.000,0.370,0.755,0.177,1.661,52.996,0.996
'[13:05:13.688]',0.990,0.385,0.765,0.180,1.582,55.633,1.680
'[13:05:13.696]',0.980,0.390,0.760,0.183,1.501,59.785,2.188
'[13:05:13.704]',0.975,0.400,0.770,0.186,1.425,65.353,2.432
'[13:05:13.712]',0.960,0.410,0.770,0.189,1.355,71.752,2.559
'[13:05:13.720]',0.955,0.420,0.775,0.191,1.291,78.248,2.745
'[13:05:13.728]',0.950,0.415,0.765,0.194,1.238,84.305,2.872
'[13:05:13.736]',0.950,0.425,0.770,0.196,1.192,89.434,2.999
'[13:05:13.744]',0.945,0.415,0.760,0.198,1.155,93.488,3.126
'[13:05:13.752]',0.945,0.425,0.770,0.198,1.129,96.418,3.439
'[13:05:13.760]',0.950,0.415,0.760,0.199,1.110,98.323,3.868
'[13:05:13.768]',0.945,0.425,0.770,0.199,1.098,99.251,4.249
'[13:05:13.776]',0.950,0.415,0.765,0.198,1.093,99.154,4.435
'[13:05:13.784]',0.955,0.420,0.775,0.198,1.094,98.323,4.494
'[13:05:13.792]',0.960,0.410,0.770,0.197,1.096,96.614,4.308
'[13:05:13.800]',0.950,0.415,0.780,0.196,1.098,94.416,4.064
'[13:05:13.808]',0.985,0.395,0.790,0.195,1.099,91.876,3.810
'[13:05:13.816]',1.010,0.390,0.780,0.194,1.100,89.043,3.683
'[13:05:13.824]',1.025,0.370,0.790,0.194,1.100,86.259,3.868
'[13:05:13.832]',1.020,0.380,0.780,0.193,1.100,83.426,4.435
'[13:05:13.840]',1.005,0.375,0.785,0.192,1.099,80.739,5.246
'[13:05:13.848]',0.975,0.400,0.760,0.190,1.097,78.053,5.998
'[13:05:13.856]',0.950,0.415,0.750,0.189,1.094,75.562,6.369
'[13:05:13.864]',0.925,0.435,0.745,0.188,1.089,73.120,6.369
'[13:05:13.872]',0.925,0.440,0.735,0.187,1.085,70.873,6.125
'[13:05:13.880]',0.915,0.435,0.735,0.185,1.081,68.626,5.617
'[13:05:13.888]',0.915,0.445,0.740,0.184,1.071,66.477,5.187
'[13:05:13.896]',0.920,0.435,0.730,0.183,1.057,64.279,4.875
'[13:05:13.904]',0.915,0.440,0.740,0.182,1.042,62.276,4.933
'[13:05:13.912]',0.905,0.435,0.730,0.182,1.031,60.371,5.187
'[13:05:13.920]',0.900,0.445,0.770,0.181,1.028,58.662,5.558
'[13:05:13.928]',1.040,0.300,0.835,0.181,1.040,57.245,5.998
'[13:05:13.936]',1.435,0.055,0.945,0.181,1.074,56.122,6.555
'[13:05:13.944]',1.500,-0.030,0.950,0.180,1.137,55.243,6.994
'[13:05:13.952]',1.200,0.340,0.805,0.180,1.231,54.559,7.248
'[13:05:13.960]',0.970,0.445,0.620,0.179,1.357,54.119,7.248
'[13:05:13.968]',0.900,0.445,0.605,0.179,1.513,53.777,7.121
'[13:05:13.976]',0.870,0.455,0.670,0.178,1.666,53.680,6.994
'[13:05:13.984]',0.865,0.465,0.700,0.177,1.821,53.680,6.867
'[13:05:13.992]',0.880,0.460,0.705,0.176,2.001,53.875,6.682
'[13:05:14.000]',0.880,0.465,0.720,0.176,2.187,54.168,6.369
'[13:05:14.008]',0.880,0.455,0.720,0.176,2.364,54.510,5.930
'[13:05:14.016]',0.880,0.460,0.720,0.176,2.523,54.852,5.373
'[13:05:14.024]',0.890,0.450,0.720,0.177,2.656,55.194,4.621
'[13:05:14.032]',0.890,0.455,0.720,0.178,2.758,55.487,3.810
'[13:05:14.040]',0.900,0.445,0.720,0.179,2.828,55.731,2.999
'[13:05:14.048]',0.895,0.450,0.725,0.180,2.869,55.926,2.501
'[13:05:14.056]',0.910,0.435,0.725,0.181,2.884,56.073,2.559
'[13:05:14.064]',0.915,0.435,0.730,0.182,2.874,56.122,3.243
'[13:05:14.072]',0.925,0.420,0.740,0.184,2.848,55.975,4.376
'[13:05:14.080]',0.925,0.420,0.725,0.185,2.807,55.731,5.617
'[13:05:14.088]',0.935,0.410,0.740,0.187,2.755,55.438,6.496
'[13:05:14.096]',0.945,0.405,0.735,0.189,2.689,55.096,6.496
'[13:05:14.104]',0.950,0.395,0.740,0.191,2.614,54.657,5.685
'[13:05:14.112]',0.965,0.385,0.730,0.194,2.532,54.217,4.308
'[13:05:14.120]',0.975,0.370,0.735,0.196,2.443,53.777,2.559
'[13:05:14.128]',0.985,0.360,0.720,0.198,2.347,53.289,0.938
'[13:05:14.136]',0.995,0.355,0.735,0.201,2.249,52.849,-0.381
'[13:05:14.144]',1.000,0.350,0.725,0.203,2.151,52.361,-1.133
'[13:05:14.152]',1.005,0.355,0.745,0.206,2.052,51.872,-1.377
'[13:05:14.160]',1.015,0.340,0.735,0.209,1.952,51.482,-1.065
'[13:05:14.168]',1.010,0.350,0.750,0.211,1.852,51.433,-0.313
'[13:05:14.176]',1.000,0.355,0.745,0.214,1.767,52.117,0.430
'[13:05:14.184]',0.990,0.375,0.765,0.216,1.690,53.875,1.182
'[13:05:14.192]',0.985,0.375,0.760,0.219,1.609,57.099,1.749
'[13:05:14.200]',0.975,0.395,0.770,0.221,1.529,61.885,2.188
'[13:05:14.208]',0.960,0.400,0.765,0.223,1.454,67.747,2.432
'[13:05:14.216]',0.950,0.415,0.770,0.225,1.384,74.194,2.559
'[13:05:14.224]',0.955,0.415,0.765,0.226,1.323,80.544,2.559
'[13:05:14.232]',0.960,0.415,0.770,0.227,1.271,86.259,2.501
'[13:05:14.240]',0.960,0.410,0.765,0.228,1.227,90.997,2.501
'[13:05:14.248]',0.955,0.415,0.760,0.228,1.190,94.660,2.813
'[13:05:14.256]',0.960,0.410,0.770,0.228,1.159,97.297,3.439
'[13:05:14.264]',0.955,0.415,0.765,0.228,1.137,98.909,4.181
'[13:05:14.272]',0.955,0.415,0.770,0.227,1.125,99.593,4.748
'[13:05:14.280]',0.960,0.415,0.765,0.227,1.120,99.349,4.875
'[13:05:14.288]',0.965,0.410,0.775,0.226,1.115,98.225,4.562
'[13:05:14.296]',0.960,0.415,0.770,0.225,1.111,96.418,3.995
'[13:05:14.304]',0.985,0.400,0.790,0.224,1.109,94.123,3.243
'[13:05:14.312]',1.000,0.390,0.785,0.223,1.106,91.485,2.813
'[13:05:14.320]',1.020,0.375,0.790,0.222,1.103,88.799,2.872
'[13:05:14.328]',1.030,0.370,0.780,0.220,1.102,86.063,3.497
'[13:05:14.336]',1.020,0.380,0.785,0.219,1.100,83.377,4.689
'[13:05:14.344]',0.995,0.385,0.760,0.217,1.097,80.690,5.930
'[13:05:14.352]',0.970,0.410,0.760,0.216,1.094,78.053,6.867
'[13:05:14.360]',0.945,0.420,0.740,0.215,1.090,75.562,7.063
'[13:05:14.368]',0.930,0.435,0.745,0.213,1.084,73.168,6.682
'[13:05:14.376]',0.925,0.430,0.735,0.212,1.079,70.873,5.930
'[13:05:14.384]',0.920,0.435,0.740,0.210,1.074,68.675,5.187
'[13:05:14.392]',0.925,0.430,0.725,0.209,1.065,66.477,4.562
'[13:05:14.400]',0.920,0.440,0.730,0.208,1.052,64.377,4.435
'[13:05:14.408]',0.920,0.435,0.735,0.208,1.040,62.276,4.748
'[13:05:14.416]',0.905,0.435,0.760,0.207,1.031,60.322,5.373
'[13:05:14.424]',0.900,0.360,0.785,0.206,1.032,58.613,5.998
'[13:05:14.432]',1.230,0.185,0.900,0.206,1.053,57.196,6.623
'[13:05:14.440]',1.500,-0.040,0.945,0.205,1.098,56.073,7.063
'[13:05:14.448]',1.360,0.205,0.880,0.204,1.172,55.194,7.248
'[13:05:14.456]',1.065,0.405,0.680,0.203,1.279,54.559,7.121
'[13:05:14.464]',0.925,0.440,0.605,0.202,1.417,54.119,6.936
'[13:05:14.472]',0.885,0.445,0.655,0.200,1.558,53.875,6.750
'[13:05:14.480]',0.870,0.460,0.690,0.199,1.706,53.777,6.682
'[13:05:14.488]',0.875,0.460,0.710,0.199,1.884,53.777,6.750
'[13:05:14.496]',0.880,0.455,0.710,0.198,2.073,54.070,6.623
'[13:05:14.504]',0.875,0.465,0.720,0.197,2.262,54.363,6.311
'[13:05:14.512]',0.880,0.455,0.715,0.197,2.436,54.754,5.744
'[13:05:14.520]',0.885,0.460,0.720,0.197,2.587,55.194,5.060
'[13:05:14.528]',0.895,0.445,0.715,0.197,2.712,55.536,4.181
'[13:05:14.536]',0.900,0.455,0.725,0.197,2.806,55.878,3.312
'[13:05:14.544]',0.905,0.435,0.720,0.197,2.871,56.122,2.618
'[13:05:14.552]',0.905,0.440,0.730,0.198,2.905,56.220,2.305
