'Time','ABP','PLETH','II'
'[23:07:54.632]',112.500,0.357,0.465
'[23:07:54.640]',116.406,0.353,0.441
'[23:07:54.648]',120.312,0.345,0.394
'[23:07:54.656]',124.219,0.337,0.346
'[23:07:54.664]',128.125,0.333,0.307
'[23:07:54.672]',132.812,0.325,0.276
'[23:07:54.680]',136.719,0.318,0.244
'[23:07:54.688]',139.844,0.314,0.236
'[23:07:54.696]',142.969,0.310,0.228
'[23:07:54.704]',146.094,0.306,0.220
'[23:07:54.712]',149.219,0.306,0.220
'[23:07:54.720]',150.781,0.306,0.220
'[23:07:54.728]',150.781,0.302,0.220
'[23:07:54.736]',150.000,0.302,0.213
'[23:07:54.744]',148.438,0.302,0.213
'[23:07:54.752]',146.875,0.298,0.205
'[23:07:54.760]',146.094,0.294,0.205
'[23:07:54.768]',145.312,0.290,0.205
'[23:07:54.776]',144.531,0.286,0.205
'[23:07:54.784]',144.531,0.278,0.197
'[23:07:54.792]',142.969,0.271,0.197
'[23:07:54.800]',141.406,0.267,0.197
'[23:07:54.808]',139.844,0.259,0.197
'[23:07:54.816]',137.500,0.255,0.189
'[23:07:54.824]',135.938,0.255,0.197
'[23:07:54.832]',132.812,0.255,0.189
'[23:07:54.840]',129.688,0.263,0.189
'[23:07:54.848]',126.562,0.271,0.189
'[23:07:54.856]',122.656,0.282,0.189
'[23:07:54.864]',118.750,0.302,0.181
'[23:07:54.872]',114.844,0.322,0.181
'[23:07:54.880]',111.719,0.349,0.173
'[23:07:54.888]',108.594,0.373,0.173
'[23:07:54.896]',106.250,0.404,0.165
'[23:07:54.904]',103.906,0.431,0.165
'[23:07:54.912]',101.562,0.463,0.165
'[23:07:54.920]',99.219,0.490,0.181
'[23:07:54.928]',97.656,0.522,0.205
'[23:07:54.936]',96.875,0.545,0.205
'[23:07:54.944]',95.312,0.565,0.213
'[23:07:54.952]',94.531,0.584,0.244
'[23:07:54.960]',93.750,0.608,0.283
'[23:07:54.968]',92.969,0.624,0.291
'[23:07:54.976]',92.188,0.639,0.299
'[23:07:54.984]',92.188,0.655,0.252
'[23:07:54.992]',92.188,0.667,0.205
'[23:07:55.000]',91.406,0.675,0.157
'[23:07:55.008]',91.406,0.682,0.110
'[23:07:55.016]',90.625,0.690,0.087
'[23:07:55.024]',90.625,0.694,0.071
'[23:07:55.032]',89.844,0.698,0.063
'[23:07:55.040]',89.844,0.698,0.063
'[23:07:55.048]',89.844,0.698,0.039
'[23:07:55.056]',89.844,0.702,0.008
'[23:07:55.064]',89.062,0.702,0.118
'[23:07:55.072]',88.281,0.698,0.457
'[23:07:55.080]',86.719,0.694,0.984
'[23:07:55.088]',85.938,0.690,1.307
'[23:07:55.096]',85.938,0.682,1.102
'[23:07:55.104]',85.938,0.671,0.630
'[23:07:55.112]',85.156,0.659,0.252
'[23:07:55.120]',83.594,0.647,0.110
'[23:07:55.128]',82.812,0.631,-0.008
'[23:07:55.136]',82.812,0.620,-0.047
'[23:07:55.144]',82.031,0.604,-0.047
'[23:07:55.152]',81.250,0.588,-0.063
'[23:07:55.160]',80.469,0.573,-0.063
'[23:07:55.168]',78.906,0.557,-0.055
'[23:07:55.176]',78.125,0.545,-0.063
'[23:07:55.184]',77.344,0.529,-0.055
'[23:07:55.192]',76.562,0.514,-0.055
'[23:07:55.200]',76.562,0.502,-0.055
'[23:07:55.208]',76.562,0.490,-0.047
'[23:07:55.216]',76.562,0.482,-0.047
'[23:07:55.224]',76.562,0.471,-0.039
'[23:07:55.232]',76.562,0.463,-0.031
'[23:07:55.240]',75.781,0.459,-0.031
'[23:07:55.248]',75.781,0.451,-0.016
'[23:07:55.256]',75.000,0.447,-0.016
'[23:07:55.264]',75.000,0.443,-0.008
'[23:07:55.272]',74.219,0.439,-0.008
'[23:07:55.280]',74.219,0.435,0.008
'[23:07:55.288]',74.219,0.435,0.008
'[23:07:55.296]',73.438,0.435,0.024
'[23:07:55.304]',73.438,0.435,0.031
'[23:07:55.312]',74.219,0.431,0.047
'[23:07:55.320]',76.562,0.431,0.063
'[23:07:55.328]',78.906,0.427,0.094
'[23:07:55.336]',82.812,0.424,0.118
'[23:07:55.344]',87.500,0.420,0.142
'[23:07:55.352]',92.188,0.416,0.165
'[23:07:55.360]',97.656,0.404,0.181
'[23:07:55.368]',102.344,0.396,0.189
'[23:07:55.376]',107.031,0.384,0.205
'[23:07:55.384]',111.719,0.373,0.189
'[23:07:55.392]',115.625,0.365,0.157
'[23:07:55.400]',120.312,0.353,0.110
'[23:07:55.408]',125.781,0.341,0.063
'[23:07:55.416]',130.469,0.329,0.000
'[23:07:55.424]',135.156,0.322,-0.047
'[23:07:55.432]',139.844,0.314,-0.071
'[23:07:55.440]',143.750,0.306,-0.094
'[23:07:55.448]',146.094,0.302,-0.118
'[23:07:55.456]',148.438,0.294,-0.126
'[23:07:55.464]',150.000,0.286,-0.134
'[23:07:55.472]',150.781,0.282,-0.134
'[23:07:55.480]',151.562,0.275,-0.134
'[23:07:55.488]',152.344,0.271,-0.142
'[23:07:55.496]',152.344,0.267,-0.150
'[23:07:55.504]',152.344,0.263,-0.157
'[23:07:55.512]',151.562,0.259,-0.165
'[23:07:55.520]',150.781,0.255,-0.165
'[23:07:55.528]',150.000,0.255,-0.165
'[23:07:55.536]',149.219,0.251,-0.165
'[23:07:55.544]',147.656,0.251,-0.165
'[23:07:55.552]',146.094,0.247,-0.165
'[23:07:55.560]',144.531,0.243,-0.165
'[23:07:55.568]',142.188,0.243,-0.173
'[23:07:55.576]',139.844,0.243,-0.165
'[23:07:55.584]',137.500,0.243,-0.165
'[23:07:55.592]',134.375,0.247,-0.157
'[23:07:55.600]',130.469,0.255,-0.165
'[23:07:55.608]',126.562,0.267,-0.165
'[23:07:55.616]',122.656,0.282,-0.165
'[23:07:55.624]',118.750,0.302,-0.173
'[23:07:55.632]',114.844,0.318,-0.173
'[23:07:55.640]',111.719,0.341,-0.181
'[23:07:55.648]',109.375,0.361,-0.181
'[23:07:55.656]',107.031,0.388,-0.189
'[23:07:55.664]',105.469,0.416,-0.189
'[23:07:55.672]',103.125,0.439,-0.181
'[23:07:55.680]',101.562,0.467,-0.150
'[23:07:55.688]',100.000,0.494,-0.126
'[23:07:55.696]',98.438,0.522,-0.118
'[23:07:55.704]',97.656,0.545,-0.102
'[23:07:55.712]',96.875,0.573,-0.055
'[23:07:55.720]',96.094,0.592,-0.024
'[23:07:55.728]',95.312,0.612,-0.016
'[23:07:55.736]',94.531,0.627,-0.016
'[23:07:55.744]',92.969,0.643,-0.087
'[23:07:55.752]',92.188,0.659,-0.142
'[23:07:55.760]',91.406,0.671,-0.197
'[23:07:55.768]',90.625,0.682,-0.236
'[23:07:55.776]',90.625,0.690,-0.252
'[23:07:55.784]',89.844,0.698,-0.260
'[23:07:55.792]',89.844,0.706,-0.260
'[23:07:55.800]',89.844,0.706,-0.260
'[23:07:55.808]',89.062,0.710,-0.299
'[23:07:55.816]',89.062,0.710,-0.307
'[23:07:55.824]',88.281,0.706,-0.087
'[23:07:55.832]',87.500,0.702,0.378
'[23:07:55.840]',86.719,0.694,0.906
'[23:07:55.848]',85.156,0.686,1.016
'[23:07:55.856]',84.375,0.678,0.646
'[23:07:55.864]',84.375,0.667,0.142
'[23:07:55.872]',83.594,0.655,-0.118
'[23:07:55.880]',83.594,0.639,-0.244
'[23:07:55.888]',83.594,0.624,-0.315
'[23:07:55.896]',82.812,0.608,-0.331
'[23:07:55.904]',82.812,0.592,-0.323
'[23:07:55.912]',82.031,0.573,-0.331
'[23:07:55.920]',81.250,0.557,-0.331
'[23:07:55.928]',80.469,0.541,-0.323
'[23:07:55.936]',79.688,0.529,-0.315
'[23:07:55.944]',78.906,0.514,-0.315
'[23:07:55.952]',78.906,0.498,-0.307
'[23:07:55.960]',78.125,0.486,-0.299
'[23:07:55.968]',78.125,0.475,-0.283
'[23:07:55.976]',77.344,0.459,-0.283
'[23:07:55.984]',77.344,0.451,-0.268
'[23:07:55.992]',76.562,0.439,-0.260
'[23:07:56.000]',75.781,0.431,-0.252
'[23:07:56.008]',75.000,0.424,-0.244
'[23:07:56.016]',75.000,0.416,-0.228
'[23:07:56.024]',74.219,0.408,-0.213
'[23:07:56.032]',74.219,0.404,-0.205
'[23:07:56.040]',73.438,0.400,-0.189
'[23:07:56.048]',73.438,0.392,-0.173
'[23:07:56.056]',73.438,0.388,-0.157
'[23:07:56.064]',75.000,0.384,-0.142
'[23:07:56.072]',75.781,0.380,-0.118
'[23:07:56.080]',78.125,0.376,-0.087
'[23:07:56.088]',81.250,0.373,-0.063
'[23:07:56.096]',85.156,0.369,-0.031
'[23:07:56.104]',89.844,0.365,-0.008
'[23:07:56.112]',95.312,0.361,0.024
'[23:07:56.120]',100.781,0.357,0.039
'[23:07:56.128]',106.250,0.357,0.055
'[23:07:56.136]',111.719,0.353,0.063
'[23:07:56.144]',117.188,0.349,0.055
'[23:07:56.152]',122.656,0.345,0.016
'[23:07:56.160]',126.562,0.345,-0.031
'[23:07:56.168]',130.469,0.341,-0.087
'[23:07:56.176]',133.594,0.337,-0.126
'[23:07:56.184]',138.281,0.333,-0.157
'[23:07:56.192]',142.188,0.329,-0.189
'[23:07:56.200]',146.875,0.329,-0.197
'[23:07:56.208]',150.000,0.325,-0.205
'[23:07:56.216]',152.344,0.322,-0.213
'[23:07:56.224]',154.688,0.318,-0.213
'[23:07:56.232]',156.250,0.318,-0.197
'[23:07:56.240]',156.250,0.318,-0.197
'[23:07:56.248]',154.688,0.314,-0.197
'[23:07:56.256]',153.906,0.314,-0.197
'[23:07:56.264]',153.125,0.310,-0.197
'[23:07:56.272]',152.344,0.310,-0.197
'[23:07:56.280]',151.562,0.306,-0.197
'[23:07:56.288]',150.781,0.306,-0.197
'[23:07:56.296]',150.781,0.302,-0.189
'[23:07:56.304]',149.219,0.302,-0.189
'[23:07:56.312]',146.875,0.298,-0.189
'[23:07:56.320]',143.750,0.298,-0.189
'[23:07:56.328]',141.406,0.298,-0.181
'[23:07:56.336]',138.281,0.298,-0.181
'[23:07:56.344]',135.156,0.302,-0.173
'[23:07:56.352]',131.250,0.310,-0.157
'[23:07:56.360]',128.125,0.318,-0.165
'[23:07:56.368]',124.219,0.333,-0.157
'[23:07:56.376]',119.531,0.353,-0.157
'[23:07:56.384]',115.625,0.373,-0.157
'[23:07:56.392]',111.719,0.400,-0.157
'[23:07:56.400]',108.594,0.427,-0.165
'[23:07:56.408]',107.812,0.455,-0.157
'[23:07:56.416]',107.031,0.486,-0.157
'[23:07:56.424]',105.469,0.514,-0.157
'[23:07:56.432]',103.125,0.541,-0.157
'[23:07:56.440]',101.562,0.565,-0.157
'[23:07:56.448]',100.000,0.592,-0.150
'[23:07:56.456]',99.219,0.624,-0.142
'[23:07:56.464]',96.875,0.663,-0.118
'[23:07:56.472]',95.312,0.706,-0.094
'[23:07:56.480]',93.750,0.737,-0.087
'[23:07:56.488]',92.969,0.765,-0.063
'[23:07:56.496]',92.188,0.788,-0.008
'[23:07:56.504]',91.406,0.808,0.024
'[23:07:56.512]',91.406,0.824,0.039
'[23:07:56.520]',91.406,0.831,0.024
'[23:07:56.528]',91.406,0.839,-0.039
'[23:07:56.536]',91.406,0.839,-0.094
'[23:07:56.544]',91.406,0.843,-0.134
'[23:07:56.552]',91.406,0.839,-0.173
'[23:07:56.560]',90.625,0.839,-0.189
'[23:07:56.568]',89.844,0.831,-0.189
'[23:07:56.576]',89.062,0.824,-0.197
'[23:07:56.584]',88.281,0.816,-0.189
'[23:07:56.592]',87.500,0.804,-0.228
'[23:07:56.600]',86.719,0.792,-0.228
'[23:07:56.608]',85.938,0.776,0.024
'[23:07:56.616]',84.375,0.761,0.480
'[23:07:56.624]',84.375,0.741,0.953
'[23:07:56.632]',83.594,0.722,1.008
'[23:07:56.640]',83.594,0.702,0.614
'[23:07:56.648]',82.812,0.678,0.134
'[23:07:56.656]',82.812,0.655,-0.071
'[23:07:56.664]',82.031,0.631,-0.189
'[23:07:56.672]',81.250,0.608,-0.244
'[23:07:56.680]',80.469,0.584,-0.268
'[23:07:56.688]',79.688,0.561,-0.268
'[23:07:56.696]',78.906,0.537,-0.276
'[23:07:56.704]',78.906,0.518,-0.276
'[23:07:56.712]',78.125,0.498,-0.260
'[23:07:56.720]',78.125,0.482,-0.260
'[23:07:56.728]',78.125,0.467,-0.260
'[23:07:56.736]',77.344,0.455,-0.260
'[23:07:56.744]',77.344,0.439,-0.252
'[23:07:56.752]',76.562,0.427,-0.244
'[23:07:56.760]',75.781,0.412,-0.236
'[23:07:56.768]',75.781,0.396,-0.220
'[23:07:56.776]',75.000,0.384,-0.213
'[23:07:56.784]',74.219,0.373,-0.205
'[23:07:56.792]',73.438,0.361,-0.189
'[23:07:56.800]',73.438,0.349,-0.181
'[23:07:56.808]',73.438,0.341,-0.165
'[23:07:56.816]',73.438,0.333,-0.157
'[23:07:56.824]',73.438,0.325,-0.142
'[23:07:56.832]',72.656,0.322,-0.134
'[23:07:56.840]',72.656,0.318,-0.118
'[23:07:56.848]',72.656,0.314,-0.102
'[23:07:56.856]',72.656,0.314,-0.087
'[23:07:56.864]',75.000,0.310,-0.063
'[23:07:56.872]',78.125,0.310,-0.039
'[23:07:56.880]',83.594,0.310,-0.016
'[23:07:56.888]',89.062,0.306,0.008
'[23:07:56.896]',94.531,0.306,0.024
'[23:07:56.904]',100.000,0.306,0.039
'[23:07:56.912]',104.688,0.302,0.055
'[23:07:56.920]',109.375,0.302,0.063
'[23:07:56.928]',114.062,0.302,0.055
'[23:07:56.936]',118.750,0.298,0.024
'[23:07:56.944]',124.219,0.298,-0.016
'[23:07:56.952]',128.906,0.294,-0.063
'[23:07:56.960]',133.594,0.286,-0.110
'[23:07:56.968]',137.500,0.282,-0.142
'[23:07:56.976]',140.625,0.275,-0.165
'[23:07:56.984]',142.969,0.271,-0.189
'[23:07:56.992]',145.312,0.267,-0.189
'[23:07:57.000]',147.656,0.259,-0.189
'[23:07:57.008]',150.000,0.255,-0.189
'[23:07:57.016]',150.781,0.251,-0.197
'[23:07:57.024]',150.000,0.251,-0.197
'[23:07:57.032]',148.438,0.247,-0.197
'[23:07:57.040]',148.438,0.247,-0.197
'[23:07:57.048]',147.656,0.247,-0.205
'[23:07:57.056]',146.875,0.247,-0.205
'[23:07:57.064]',145.312,0.243,-0.197
'[23:07:57.072]',144.531,0.243,-0.205
'[23:07:57.080]',143.750,0.243,-0.205
'[23:07:57.088]',142.969,0.243,-0.205
'[23:07:57.096]',141.406,0.243,-0.197
'[23:07:57.104]',139.844,0.239,-0.197
'[23:07:57.112]',137.500,0.239,-0.197
'[23:07:57.120]',135.156,0.243,-0.189
'[23:07:57.128]',131.250,0.247,-0.189
'[23:07:57.136]',127.344,0.255,-0.189
'[23:07:57.144]',123.438,0.263,-0.189
'[23:07:57.152]',118.750,0.278,-0.189
'[23:07:57.160]',114.844,0.298,-0.197
'[23:07:57.168]',111.719,0.322,-0.189
'[23:07:57.176]',108.594,0.345,-0.189
'[23:07:57.184]',106.250,0.373,-0.189
'[23:07:57.192]',103.906,0.400,-0.197
'[23:07:57.200]',102.344,0.427,-0.197
'[23:07:57.208]',100.781,0.455,-0.197
'[23:07:57.216]',99.219,0.478,-0.197
'[23:07:57.224]',97.656,0.506,-0.189
'[23:07:57.232]',96.094,0.525,-0.150
'[23:07:57.240]',95.312,0.545,-0.134
'[23:07:57.248]',94.531,0.569,-0.118
'[23:07:57.256]',93.750,0.588,-0.087
'[23:07:57.264]',92.969,0.604,-0.031
'[23:07:57.272]',92.188,0.624,-0.008
'[23:07:57.280]',91.406,0.639,0.000
'[23:07:57.288]',90.625,0.651,-0.031
'[23:07:57.296]',90.625,0.667,-0.087
'[23:07:57.304]',89.844,0.675,-0.126
'[23:07:57.312]',89.844,0.686,-0.181
'[23:07:57.320]',89.062,0.694,-0.213
'[23:07:57.328]',88.281,0.698,-0.213
'[23:07:57.336]',87.500,0.698,-0.220
'[23:07:57.344]',87.500,0.702,-0.213
'[23:07:57.352]',86.719,0.702,-0.213
'[23:07:57.360]',86.719,0.702,-0.252
'[23:07:57.368]',85.938,0.702,-0.197
'[23:07:57.376]',85.938,0.694,0.031
'[23:07:57.384]',85.156,0.690,0.472
'[23:07:57.392]',84.375,0.682,0.929
'[23:07:57.400]',83.594,0.675,0.976
'[23:07:57.408]',82.812,0.663,0.583
'[23:07:57.416]',82.031,0.651,0.110
'[23:07:57.424]',82.031,0.635,-0.079
'[23:07:57.432]',81.250,0.624,-0.197
'[23:07:57.440]',80.469,0.612,-0.244
'[23:07:57.448]',79.688,0.596,-0.260
'[23:07:57.456]',79.688,0.580,-0.268
'[23:07:57.464]',78.906,0.565,-0.268
'[23:07:57.472]',78.906,0.549,-0.260
'[23:07:57.480]',78.906,0.533,-0.260
'[23:07:57.488]',78.125,0.518,-0.244
'[23:07:57.496]',77.344,0.502,-0.244
'[23:07:57.504]',76.562,0.490,-0.236
'[23:07:57.512]',76.562,0.478,-0.220
'[23:07:57.520]',75.781,0.467,-0.213
'[23:07:57.528]',75.000,0.459,-0.197
'[23:07:57.536]',75.000,0.451,-0.189
'[23:07:57.544]',75.000,0.439,-0.181
'[23:07:57.552]',75.000,0.431,-0.165
'[23:07:57.560]',74.219,0.427,-0.157
'[23:07:57.568]',74.219,0.420,-0.142
'[23:07:57.576]',73.438,0.412,-0.126
'[23:07:57.584]',72.656,0.408,-0.110
'[23:07:57.592]',71.875,0.404,-0.094
'[23:07:57.600]',71.875,0.396,-0.071
'[23:07:57.608]',71.094,0.392,-0.055
'[23:07:57.616]',71.875,0.388,-0.039
'[23:07:57.624]',73.438,0.384,-0.016
'[23:07:57.632]',75.000,0.380,0.008
'[23:07:57.640]',78.906,0.376,0.039
'[23:07:57.648]',82.812,0.373,0.063
'[23:07:57.656]',87.500,0.369,0.087
'[23:07:57.664]',92.969,0.369,0.110
'[23:07:57.672]',97.656,0.365,0.118
'[23:07:57.680]',102.344,0.361,0.142
'[23:07:57.688]',107.812,0.357,0.142
'[23:07:57.696]',112.500,0.353,0.134
'[23:07:57.704]',116.406,0.349,0.110
'[23:07:57.712]',121.094,0.345,0.063
'[23:07:57.720]',125.781,0.341,0.024
'[23:07:57.728]',130.469,0.337,-0.016
'[23:07:57.736]',134.375,0.337,-0.047
'[23:07:57.744]',138.281,0.333,-0.071
'[23:07:57.752]',141.406,0.329,-0.079
'[23:07:57.760]',143.750,0.329,-0.087
'[23:07:57.768]',146.094,0.325,-0.087
'[23:07:57.776]',148.438,0.322,-0.094
'[23:07:57.784]',150.000,0.318,-0.087
'[23:07:57.792]',151.562,0.318,-0.087
'[23:07:57.800]',151.562,0.314,-0.087
'[23:07:57.808]',150.781,0.310,-0.087
'[23:07:57.816]',150.000,0.310,-0.087
'[23:07:57.824]',148.438,0.306,-0.087
'[23:07:57.832]',146.094,0.306,-0.071
'[23:07:57.840]',144.531,0.302,-0.071
'[23:07:57.848]',142.969,0.302,-0.071
'[23:07:57.856]',141.406,0.298,-0.071
'[23:07:57.864]',139.844,0.298,-0.063
'[23:07:57.872]',137.500,0.294,-0.055
'[23:07:57.880]',135.156,0.294,-0.055
'[23:07:57.888]',132.031,0.294,-0.047
'[23:07:57.896]',128.906,0.294,-0.047
'[23:07:57.904]',125.000,0.302,-0.047
'[23:07:57.912]',121.094,0.310,-0.047
'[23:07:57.920]',117.188,0.322,-0.047
'[23:07:57.928]',114.062,0.337,-0.031
'[23:07:57.936]',110.938,0.357,-0.039
'[23:07:57.944]',107.812,0.376,-0.039
'[23:07:57.952]',105.469,0.400,-0.031
'[23:07:57.960]',103.125,0.427,-0.039
'[23:07:57.968]',101.562,0.455,-0.031
'[23:07:57.976]',100.781,0.482,-0.031
'[23:07:57.984]',99.219,0.510,0.000
'[23:07:57.992]',97.656,0.541,0.024
'[23:07:58.000]',96.094,0.569,0.039
'[23:07:58.008]',94.531,0.592,0.055
'[23:07:58.016]',93.750,0.620,0.079
'[23:07:58.024]',92.969,0.639,0.134
'[23:07:58.032]',92.188,0.655,0.150
'[23:07:58.040]',91.406,0.675,0.157
'[23:07:58.048]',91.406,0.690,0.110
'[23:07:58.056]',90.625,0.706,0.063
'[23:07:58.064]',90.625,0.722,0.031
'[23:07:58.072]',89.844,0.733,-0.008
'[23:07:58.080]',89.844,0.741,-0.024
'[23:07:58.088]',89.062,0.749,-0.031
'[23:07:58.096]',88.281,0.753,-0.031
'[23:07:58.104]',87.500,0.753,-0.031
'[23:07:58.112]',87.500,0.753,-0.031
'[23:07:58.120]',86.719,0.749,-0.071
'[23:07:58.128]',85.938,0.745,0.055
'[23:07:58.136]',85.156,0.737,0.370
'[23:07:58.144]',84.375,0.729,0.874
'[23:07:58.152]',84.375,0.722,1.181
'[23:07:58.160]',83.594,0.710,1.000
'[23:07:58.168]',82.812,0.694,0.567
'[23:07:58.176]',82.812,0.682,0.220
'[23:07:58.184]',82.031,0.667,0.079
'[23:07:58.192]',81.250,0.647,-0.016
'[23:07:58.200]',81.250,0.631,-0.047
'[23:07:58.208]',80.469,0.612,-0.063
'[23:07:58.216]',80.469,0.592,-0.063
'[23:07:58.224]',79.688,0.576,-0.055
'[23:07:58.232]',78.906,0.561,-0.047
'[23:07:58.240]',78.125,0.545,-0.047
'[23:07:58.248]',77.344,0.525,-0.031
'[23:07:58.256]',77.344,0.514,-0.024
'[23:07:58.264]',76.562,0.498,-0.016
'[23:07:58.272]',75.781,0.486,-0.008
'[23:07:58.280]',75.781,0.475,0.000
'[23:07:58.288]',75.000,0.463,0.008
'[23:07:58.296]',75.000,0.451,0.024
'[23:07:58.304]',75.000,0.443,0.047
'[23:07:58.312]',74.219,0.431,0.055
'[23:07:58.320]',73.438,0.424,0.063
'[23:07:58.328]',73.438,0.416,0.079
'[23:07:58.336]',72.656,0.408,0.094
'[23:07:58.344]',72.656,0.404,0.102
'[23:07:58.352]',71.875,0.396,0.118
'[23:07:58.360]',71.875,0.392,0.142
'[23:07:58.368]',71.875,0.384,0.157
'[23:07:58.376]',72.656,0.380,0.181
'[23:07:58.384]',73.438,0.376,0.205
'[23:07:58.392]',76.562,0.373,0.236
'[23:07:58.400]',80.469,0.369,0.260
'[23:07:58.408]',85.156,0.365,0.283
'[23:07:58.416]',89.844,0.357,0.307
'[23:07:58.424]',95.312,0.357,0.331
'[23:07:58.432]',100.781,0.353,0.339
'[23:07:58.440]',105.469,0.349,0.354
'[23:07:58.448]',110.156,0.345,0.354
'[23:07:58.456]',114.844,0.341,0.331
'[23:07:58.464]',118.750,0.337,0.299
'[23:07:58.472]',123.438,0.333,0.244
'[23:07:58.480]',128.125,0.329,0.205
'[23:07:58.488]',132.812,0.325,0.173
'[23:07:58.496]',136.719,0.322,0.150
'[23:07:58.504]',139.844,0.322,0.126
'[23:07:58.512]',142.969,0.318,0.118
'[23:07:58.520]',145.312,0.314,0.118
'[23:07:58.528]',146.875,0.310,0.118
'[23:07:58.536]',147.656,0.310,0.118
'[23:07:58.544]',148.438,0.306,0.118
'[23:07:58.552]',148.438,0.306,0.118
'[23:07:58.560]',148.438,0.302,0.118
'[23:07:58.568]',148.438,0.302,0.110
'[23:07:58.576]',147.656,0.302,0.118
'[23:07:58.584]',146.875,0.298,0.118
'[23:07:58.592]',146.094,0.298,0.118
'[23:07:58.600]',144.531,0.294,0.118
'[23:07:58.608]',142.969,0.290,0.126
'[23:07:58.616]',141.406,0.290,0.118
'[23:07:58.624]',139.844,0.286,0.118
'[23:07:58.632]',137.500,0.286,0.134
'[23:07:58.640]',134.375,0.286,0.134
'[23:07:58.648]',132.031,0.290,0.134
'[23:07:58.656]',128.125,0.290,0.142
'[23:07:58.664]',125.000,0.298,0.142
'[23:07:58.672]',120.312,0.306,0.150
'[23:07:58.680]',116.406,0.318,0.150
'[23:07:58.688]',112.500,0.333,0.150
'[23:07:58.696]',109.375,0.353,0.150
'[23:07:58.704]',106.250,0.373,0.142
'[23:07:58.712]',103.906,0.396,0.142
'[23:07:58.720]',102.344,0.420,0.142
'[23:07:58.728]',100.000,0.439,0.142
'[23:07:58.736]',98.438,0.459,0.142
'[23:07:58.744]',97.656,0.478,0.142
'[23:07:58.752]',96.094,0.498,0.142
'[23:07:58.760]',95.312,0.522,0.157
'[23:07:58.768]',93.750,0.541,0.189
'[23:07:58.776]',92.969,0.565,0.205
'[23:07:58.784]',92.188,0.584,0.213
'[23:07:58.792]',91.406,0.600,0.244
'[23:07:58.800]',90.625,0.616,0.291
'[23:07:58.808]',90.625,0.631,0.331
'[23:07:58.816]',89.844,0.643,0.323
'[23:07:58.824]',89.062,0.651,0.331
'[23:07:58.832]',89.062,0.655,0.260
'[23:07:58.840]',88.281,0.663,0.213
'[23:07:58.848]',88.281,0.667,0.165
'[23:07:58.856]',87.500,0.671,0.134
'[23:07:58.864]',86.719,0.671,0.118
'[23:07:58.872]',86.719,0.671,0.118
'[23:07:58.880]',85.938,0.671,0.118
'[23:07:58.888]',85.938,0.667,0.118
'[23:07:58.896]',85.156,0.659,0.094
'[23:07:58.904]',84.375,0.655,0.079
'[23:07:58.912]',83.594,0.647,0.291
'[23:07:58.920]',82.812,0.635,0.701
'[23:07:58.928]',82.031,0.624,1.189
'[23:07:58.936]',81.250,0.612,1.315
'[23:07:58.944]',81.250,0.600,1.016
'[23:07:58.952]',80.469,0.584,0.535
'[23:07:58.960]',79.688,0.569,0.283
'[23:07:58.968]',79.688,0.553,0.150
'[23:07:58.976]',79.688,0.537,0.087
'[23:07:58.984]',78.906,0.522,0.063
'[23:07:58.992]',78.125,0.510,0.055
'[23:07:59.000]',77.344,0.494,0.063
'[23:07:59.008]',76.562,0.482,0.055
'[23:07:59.016]',76.562,0.471,0.063
'[23:07:59.024]',75.781,0.459,0.055
'[23:07:59.032]',75.000,0.451,0.063
'[23:07:59.040]',75.000,0.439,0.079
'[23:07:59.048]',75.000,0.431,0.087
'[23:07:59.056]',74.219,0.424,0.094
'[23:07:59.064]',74.219,0.416,0.102
'[23:07:59.072]',73.438,0.408,0.110
'[23:07:59.080]',73.438,0.400,0.118
'[23:07:59.088]',72.656,0.396,0.134
'[23:07:59.096]',72.656,0.388,0.142
'[23:07:59.104]',71.875,0.384,0.157
'[23:07:59.112]',71.875,0.380,0.165
'[23:07:59.120]',71.094,0.376,0.173
'[23:07:59.128]',71.094,0.373,0.189
'[23:07:59.136]',70.312,0.369,0.205
'[23:07:59.144]',70.312,0.365,0.220
'[23:07:59.152]',70.312,0.361,0.236
'[23:07:59.160]',71.875,0.357,0.260
'[23:07:59.168]',74.219,0.353,0.283
'[23:07:59.176]',77.344,0.349,0.307
'[23:07:59.184]',82.031,0.345,0.331
'[23:07:59.192]',87.500,0.341,0.362
'[23:07:59.200]',92.969,0.337,0.378
'[23:07:59.208]',97.656,0.333,0.402
'[23:07:59.216]',103.125,0.333,0.409
'[23:07:59.224]',107.812,0.329,0.417
'[23:07:59.232]',111.719,0.325,0.417
'[23:07:59.240]',116.406,0.325,0.386
'[23:07:59.248]',121.094,0.322,0.346
'[23:07:59.256]',125.781,0.322,0.291
'[23:07:59.264]',129.688,0.318,0.244
'[23:07:59.272]',134.375,0.314,0.220
'[23:07:59.280]',138.281,0.314,0.189
'[23:07:59.288]',141.406,0.310,0.173
'[23:07:59.296]',143.750,0.310,0.165
'[23:07:59.304]',146.094,0.306,0.165
'[23:07:59.312]',147.656,0.306,0.165
'[23:07:59.320]',148.438,0.306,0.165
'[23:07:59.328]',148.438,0.302,0.150
