'Time','II','III','AVR','AVL','AVF','V','RESP','PLETH','ABP'
'[14:53:41.061]',-0.146,-,0.690,-,-,0.380,0.774,1.339,108.248
'[14:53:41.069]',-0.120,-,0.660,-,-,0.365,0.777,1.405,107.613
'[14:53:41.077]',-0.146,-,0.690,-,-,0.375,0.780,1.501,106.546
'[14:53:41.085]',-0.120,-,0.660,-,-,0.380,0.783,1.630,105.295
'[14:53:41.093]',-0.140,-,0.685,-,-,0.365,0.786,1.784,103.930
'[14:53:41.101]',-0.126,-,0.665,-,-,0.370,0.790,1.958,102.686
'[14:53:41.109]',-0.160,-,0.700,-,-,0.355,0.794,2.140,101.549
'[14:53:41.117]',-0.175,-,0.705,-,-,0.335,0.799,2.314,100.502
'[14:53:41.125]',-0.205,-,0.700,-,-,0.320,0.804,2.471,99.549
'[14:53:41.133]',-0.216,-,0.725,-,-,0.325,0.808,2.589,98.800
'[14:53:41.141]',-0.180,-,0.685,-,-,0.325,0.812,2.674,98.184
'[14:53:41.149]',-0.135,-,0.690,-,-,0.310,0.816,2.743,97.619
'[14:53:41.157]',-0.100,-,0.630,-,-,0.300,0.819,2.789,97.187
'[14:53:41.165]',-0.090,-,0.650,-,-,0.315,0.824,2.812,96.800
'[14:53:41.173]',-0.075,-,0.630,-,-,0.335,0.828,2.814,96.368
'[14:53:41.181]',-0.110,-,0.675,-,-,0.355,0.832,2.799,95.981
'[14:53:41.189]',-0.095,-,0.655,-,-,0.345,0.837,2.766,95.549
'[14:53:41.197]',-0.106,-,0.675,-,-,0.350,0.841,2.722,95.117
'[14:53:41.205]',-0.081,-,0.645,-,-,0.335,0.846,2.671,94.622
'[14:53:41.213]',-0.100,-,0.675,-,-,0.355,0.850,2.612,94.190
'[14:53:41.221]',-0.075,-,0.640,-,-,0.340,0.854,2.550,93.689
'[14:53:41.229]',-0.100,-,0.670,-,-,0.355,0.858,2.484,93.187
'[14:53:41.237]',-0.075,-,0.640,-,-,0.345,0.862,2.421,92.622
'[14:53:41.245]',-0.095,-,0.670,-,-,0.355,0.866,2.365,92.121
'[14:53:41.253]',-0.061,-,0.630,-,-,0.335,0.871,2.307,91.625
'[14:53:41.261]',-0.081,-,0.660,-,-,0.350,0.875,2.253,91.124
'[14:53:41.269]',-0.050,-,0.615,-,-,0.340,0.880,2.207,90.622
'[14:53:41.277]',-0.055,-,0.635,-,-,0.335,0.884,2.171,90.057
'[14:53:41.285]',0.125,-,0.500,-,-,0.290,0.889,2.144,89.556
'[14:53:41.293]',0.545,-,0.265,-,-,-0.050,0.894,2.126,89.054
'[14:53:41.301]',1.120,-,-0.061,-,-,-0.500,0.898,2.118,88.559
'[14:53:41.309]',1.501,-,-0.366,-,-,-0.500,0.903,2.118,88.057
'[14:53:41.317]',1.501,-,-0.500,-,-,-0.500,0.907,2.124,87.670
'[14:53:41.325]',1.501,-,-0.456,-,-,-0.500,0.912,2.132,87.308
'[14:53:41.333]',1.110,-,-0.155,-,-,-0.500,0.917,2.139,86.990
'[14:53:41.341]',0.305,-,0.390,-,-,-0.135,0.922,2.145,86.673
'[14:53:41.349]',-0.045,-,0.630,-,-,0.355,0.927,2.151,86.559
'[14:53:41.357]',-0.115,-,0.670,-,-,0.520,0.933,2.152,86.419
'[14:53:41.365]',-0.166,-,0.710,-,-,0.570,0.938,2.150,86.419
'[14:53:41.373]',-0.160,-,0.690,-,-,0.580,0.945,2.143,86.419
'[14:53:41.381]',-0.196,-,0.725,-,-,0.595,0.951,2.132,86.489
'[14:53:41.389]',-0.186,-,0.705,-,-,0.590,0.957,2.117,86.559
'[14:53:41.397]',-0.205,-,0.730,-,-,0.600,0.964,2.100,86.559
'[14:53:41.405]',-0.186,-,0.710,-,-,0.585,0.970,2.077,86.559
'[14:53:41.413]',-0.205,-,0.735,-,-,0.585,0.976,2.052,86.489
'[14:53:41.421]',-0.180,-,0.705,-,-,0.570,0.982,2.025,86.305
'[14:53:41.429]',-0.200,-,0.730,-,-,0.580,0.989,1.999,85.987
'[14:53:41.437]',-0.171,-,0.700,-,-,0.570,0.994,1.977,85.625
'[14:53:41.445]',-0.191,-,0.725,-,-,0.575,1.000,1.958,85.175
'[14:53:41.453]',-0.166,-,0.690,-,-,0.560,1.000,1.936,84.673
'[14:53:41.461]',-0.180,-,0.720,-,-,0.565,1.000,1.915,84.171
'[14:53:41.469]',-0.151,-,0.680,-,-,0.550,1.000,1.895,83.670
'[14:53:41.477]',-0.171,-,0.710,-,-,0.550,1.000,1.877,83.175
'[14:53:41.485]',-0.151,-,0.685,-,-,0.540,1.000,1.860,82.743
'[14:53:41.493]',-0.155,-,0.705,-,-,0.535,1.000,1.842,82.311
'[14:53:41.501]',-0.130,-,0.675,-,-,0.545,1.000,1.821,81.924
'[14:53:41.509]',-0.120,-,0.685,-,-,0.530,1.000,1.801,81.606
'[14:53:41.517]',-0.130,-,0.660,-,-,0.535,1.000,1.780,81.308
'[14:53:41.525]',-0.100,-,0.675,-,-,0.520,1.000,1.759,81.060
'[14:53:41.533]',-0.115,-,0.650,-,-,0.530,1.000,1.740,80.813
'[14:53:41.541]',-0.075,-,0.635,-,-,0.515,1.000,1.724,80.559
'[14:53:41.549]',-0.090,-,0.655,-,-,0.525,1.000,1.712,80.356
'[14:53:41.557]',-0.050,-,0.620,-,-,0.515,1.000,1.700,80.108
'[14:53:41.565]',-0.035,-,0.640,-,-,0.520,1.000,1.686,79.994
'[14:53:41.573]',-0.005,-,0.595,-,-,0.510,1.000,1.672,79.994
'[14:53:41.581]',-0.010,-,0.610,-,-,0.520,1.000,1.656,80.063
'[14:53:41.589]',0.040,-,0.560,-,-,0.505,1.000,1.637,80.178
'[14:53:41.597]',0.024,-,0.580,-,-,0.500,1.000,1.616,80.178
'[14:53:41.605]',0.055,-,0.555,-,-,0.490,1.000,1.593,80.178
'[14:53:41.613]',0.040,-,0.575,-,-,0.485,1.000,1.572,80.241
'[14:53:41.621]',0.070,-,0.535,-,-,0.460,1.000,1.554,80.610
'[14:53:41.629]',0.040,-,0.570,-,-,0.450,1.000,1.536,81.740
'[14:53:41.637]',0.060,-,0.535,-,-,0.425,1.000,1.528,84.311
'[14:53:41.645]',0.015,-,0.580,-,-,0.410,1.000,1.525,89.168
'[14:53:41.653]',0.020,-,0.570,-,-,0.385,1.000,1.521,96.940
'[14:53:41.661]',-0.035,-,0.620,-,-,0.390,1.000,1.515,107.314
'[14:53:41.669]',-0.041,-,0.605,-,-,0.375,1.000,1.510,119.308
'[14:53:41.677]',-0.090,-,0.655,-,-,0.380,1.000,1.504,131.187
'[14:53:41.685]',-0.095,-,0.635,-,-,0.385,1.000,1.497,141.568
'[14:53:41.693]',-0.135,-,0.685,-,-,0.375,1.000,1.488,149.314
'[14:53:41.701]',-0.130,-,0.665,-,-,0.385,1.000,1.478,153.879
'[14:53:41.709]',-0.155,-,0.695,-,-,0.390,1.000,1.467,155.194
'[14:53:41.717]',-0.160,-,0.680,-,-,0.400,1.000,1.457,153.562
'[14:53:41.725]',-0.146,-,0.675,-,-,0.390,1.000,1.449,149.924
'[14:53:41.733]',-0.166,-,0.705,-,-,0.405,1.000,1.442,145.314
'[14:53:41.741]',-0.146,-,0.675,-,-,0.395,1.000,1.433,140.502
'[14:53:41.749]',-0.171,-,0.710,-,-,0.405,1.000,1.424,135.937
'[14:53:41.757]',-0.146,-,0.675,-,-,0.400,1.000,1.414,131.689
'[14:53:41.765]',-0.166,-,0.700,-,-,0.410,1.000,1.404,127.873
'[14:53:41.773]',-0.146,-,0.675,-,-,0.400,0.997,1.393,124.375
'[14:53:41.781]',-0.160,-,0.695,-,-,0.405,0.994,1.384,121.238
'[14:53:41.789]',-0.135,-,0.665,-,-,0.400,0.980,1.377,118.311
'[14:53:41.797]',-0.160,-,0.695,-,-,0.405,0.966,1.370,115.378
'[14:53:41.805]',-0.146,-,0.675,-,-,0.390,0.950,1.364,112.311
'[14:53:41.813]',-0.155,-,0.700,-,-,0.400,0.935,1.356,108.997
'[14:53:41.821]',-0.135,-,0.670,-,-,0.380,0.917,1.351,105.498
'[14:53:41.829]',-0.151,-,0.690,-,-,0.390,0.899,1.346,102.254
'[14:53:41.837]',-0.126,-,0.665,-,-,0.375,0.881,1.339,99.683
'[14:53:41.845]',-0.151,-,0.690,-,-,0.385,0.862,1.333,98.298
'[14:53:41.853]',-0.120,-,0.655,-,-,0.370,0.844,1.327,98.229
'[14:53:41.861]',-0.146,-,0.690,-,-,0.380,0.825,1.322,99.302
'[14:53:41.869]',-0.120,-,0.660,-,-,0.370,0.809,1.317,101.117
'[14:53:41.877]',-0.151,-,0.695,-,-,0.380,0.792,1.312,103.365
'[14:53:41.885]',-0.120,-,0.660,-,-,0.370,0.777,1.315,105.543
'[14:53:41.893]',-0.146,-,0.690,-,-,0.375,0.763,1.327,107.568
'[14:53:41.901]',-0.151,-,0.665,-,-,0.365,0.748,1.373,109.067
'[14:53:41.909]',-0.120,-,0.660,-,-,0.375,0.733,1.432,109.994
'[14:53:41.917]',-0.146,-,0.690,-,-,0.365,0.718,1.502,110.362
'[14:53:41.925]',-0.120,-,0.655,-,-,0.360,0.704,1.590,110.178
'[14:53:41.933]',-0.146,-,0.690,-,-,0.365,0.691,1.715,109.568
'[14:53:41.941]',-0.115,-,0.655,-,-,0.355,0.678,1.865,108.495
'[14:53:41.949]',-0.140,-,0.690,-,-,0.360,0.666,2.034,107.251
'[14:53:41.957]',-0.110,-,0.655,-,-,0.350,0.655,2.212,105.860
'[14:53:41.965]',-0.140,-,0.690,-,-,0.360,0.643,2.384,104.546
'[14:53:41.973]',-0.120,-,0.660,-,-,0.345,0.630,2.540,103.365
'[14:53:41.981]',-0.160,-,0.690,-,-,0.350,0.618,2.671,102.368
'[14:53:41.989]',-0.175,-,0.675,-,-,0.310,0.605,2.771,101.505
'[14:53:41.997]',-0.200,-,0.715,-,-,0.310,0.593,2.863,100.800
'[14:53:42.005]',-0.175,-,0.680,-,-,0.310,0.581,2.893,100.254
'[14:53:42.013]',-0.186,-,0.695,-,-,0.320,0.571,2.901,99.683
'[14:53:42.021]',-0.110,-,0.630,-,-,0.295,0.560,2.887,99.251
'[14:53:42.029]',-0.095,-,0.640,-,-,0.310,0.550,2.862,98.730
'[14:53:42.037]',-0.075,-,0.625,-,-,0.305,0.541,2.830,98.298
'[14:53:42.045]',-0.106,-,0.665,-,-,0.340,0.532,2.792,97.733
'[14:53:42.053]',-0.086,-,0.650,-,-,0.335,0.523,2.748,97.187
'[14:53:42.061]',-0.115,-,0.680,-,-,0.340,0.514,2.698,96.616
'[14:53:42.069]',-0.086,-,0.645,-,-,0.335,0.505,2.640,95.937
'[14:53:42.077]',-0.106,-,0.670,-,-,0.340,0.496,2.578,95.302
'[14:53:42.085]',-0.081,-,0.645,-,-,0.335,0.487,2.513,94.622
'[14:53:42.093]',-0.095,-,0.665,-,-,0.335,0.479,2.451,93.987
'[14:53:42.101]',-0.100,-,0.635,-,-,0.340,0.471,2.390,93.371
'[14:53:42.109]',-0.075,-,0.650,-,-,0.330,0.464,2.337,92.737
'[14:53:42.117]',-0.086,-,0.635,-,-,0.340,0.458,2.292,92.190
'[14:53:42.125]',-0.061,-,0.625,-,-,0.335,0.451,2.252,91.556
'[14:53:42.133]',-0.075,-,0.650,-,-,0.340,0.445,2.223,90.984
'[14:53:42.141]',-0.050,-,0.620,-,-,0.330,0.439,2.205,90.419
'[14:53:42.149]',-0.061,-,0.635,-,-,0.320,0.433,2.199,89.987
'[14:53:42.157]',0.230,-,0.440,-,-,0.265,0.427,2.200,89.486
'[14:53:42.165]',0.735,-,0.150,-,-,-0.261,0.421,2.203,88.990
'[14:53:42.173]',1.346,-,-0.171,-,-,-0.500,0.415,2.208,88.559
'[14:53:42.181]',1.501,-,-0.466,-,-,-0.500,0.410,2.214,88.127
'[14:53:42.189]',1.501,-,-0.500,-,-,-0.500,0.405,2.213,87.740
'[14:53:42.197]',1.471,-,-0.330,-,-,-0.500,0.400,2.208,87.422
'[14:53:42.205]',0.855,-,0.035,-,-,-0.500,0.395,2.196,87.238
'[14:53:42.213]',0.130,-,0.520,-,-,0.080,0.391,2.185,87.054
'[14:53:42.221]',-0.065,-,0.640,-,-,0.440,0.386,2.168,86.921
'[14:53:42.229]',-0.155,-,0.700,-,-,0.560,0.381,2.148,86.876
'[14:53:42.237]',-0.166,-,0.695,-,-,0.580,0.377,2.124,86.921
'[14:53:42.245]',-0.205,-,0.730,-,-,0.600,0.372,2.099,86.921
'[14:53:42.253]',-0.191,-,0.705,-,-,0.595,0.369,2.074,86.990
'[14:53:42.261]',-0.220,-,0.745,-,-,0.610,0.365,2.053,86.990
'[14:53:42.269]',-0.191,-,0.705,-,-,0.595,0.362,2.031,86.990
'[14:53:42.277]',-0.205,-,0.725,-,-,0.610,0.359,2.011,86.876
'[14:53:42.285]',-0.180,-,0.700,-,-,0.590,0.356,1.989,86.629
'[14:53:42.293]',-0.200,-,0.725,-,-,0.590,0.354,1.966,86.305
'[14:53:42.301]',-0.175,-,0.700,-,-,0.580,0.351,1.943,85.873
'[14:53:42.309]',-0.196,-,0.720,-,-,0.575,0.348,1.921,85.308
'[14:53:42.317]',-0.175,-,0.690,-,-,0.580,0.346,1.898,84.743
'[14:53:42.325]',-0.155,-,0.675,-,-,0.565,0.343,1.876,84.171
'[14:53:42.333]',-0.186,-,0.710,-,-,0.555,0.340,1.854,83.625
'[14:53:42.341]',-0.155,-,0.680,-,-,0.545,0.338,1.833,83.105
'[14:53:42.349]',-0.166,-,0.705,-,-,0.555,0.335,1.811,82.603
'[14:53:42.357]',-0.140,-,0.675,-,-,0.535,0.333,1.790,82.171
'[14:53:42.365]',-0.155,-,0.700,-,-,0.545,0.332,1.767,81.810
'[14:53:42.373]',-0.126,-,0.665,-,-,0.530,0.330,1.745,81.492
'[14:53:42.381]',-0.140,-,0.685,-,-,0.535,0.329,1.721,81.244
'[14:53:42.389]',-0.110,-,0.650,-,-,0.520,0.327,1.700,81.060
'[14:53:42.397]',-0.120,-,0.675,-,-,0.525,0.326,1.683,80.857
'[14:53:42.405]',-0.075,-,0.635,-,-,0.520,0.325,1.670,80.743
'[14:53:42.413]',-0.090,-,0.650,-,-,0.530,0.324,1.654,80.495
'[14:53:42.421]',-0.045,-,0.610,-,-,0.520,0.323,1.635,80.241
'[14:53:42.429]',-0.050,-,0.630,-,-,0.525,0.323,1.617,79.924
'[14:53:42.437]',-0.005,-,0.590,-,-,0.515,0.322,1.596,79.746
'[14:53:42.445]',-0.010,-,0.605,-,-,0.525,0.323,1.576,79.606
'[14:53:42.453]',0.035,-,0.555,-,-,0.515,0.323,1.559,79.676
'[14:53:42.461]',0.030,-,0.580,-,-,0.520,0.325,1.545,79.676
'[14:53:42.469]',0.065,-,0.535,-,-,0.500,0.326,1.533,79.676
'[14:53:42.477]',0.055,-,0.555,-,-,0.495,0.327,1.521,79.562
'[14:53:42.485]',0.080,-,0.520,-,-,0.470,0.328,1.510,79.429
'[14:53:42.493]',0.060,-,0.550,-,-,0.465,0.329,1.500,79.314
'[14:53:42.501]',0.075,-,0.520,-,-,0.435,0.330,1.492,79.492
'[14:53:42.509]',0.080,-,0.550,-,-,0.425,0.331,1.485,80.559
'[14:53:42.517]',0.040,-,0.560,-,-,0.400,0.333,1.478,83.105
'[14:53:42.525]',-0.000,-,0.555,-,-,0.385,0.334,1.470,87.917
'[14:53:42.533]',-0.025,-,0.605,-,-,0.395,0.335,1.461,95.435
'[14:53:42.541]',-0.061,-,0.600,-,-,0.380,0.336,1.453,105.251
'[14:53:42.549]',-0.086,-,0.645,-,-,0.390,0.336,1.446,116.311
'[14:53:42.557]',-0.081,-,0.630,-,-,0.380,0.336,1.438,127.238
'[14:53:42.565]',-0.126,-,0.675,-,-,0.390,0.336,1.429,136.800
'[14:53:42.573]',-0.110,-,0.650,-,-,0.385,0.336,1.419,144.000
'[14:53:42.581]',-0.151,-,0.690,-,-,0.405,0.335,1.409,148.311
'[14:53:42.589]',-0.135,-,0.670,-,-,0.395,0.335,1.398,149.492
'[14:53:42.597]',-0.160,-,0.700,-,-,0.415,0.335,1.390,147.879
'[14:53:42.605]',-0.135,-,0.670,-,-,0.405,0.333,1.385,144.108
'[14:53:42.613]',-0.155,-,0.690,-,-,0.410,0.332,1.377,139.251
'[14:53:42.621]',-0.130,-,0.665,-,-,0.400,0.329,1.366,133.867
'[14:53:42.629]',-0.155,-,0.695,-,-,0.410,0.327,1.352,128.483
'[14:53:42.637]',-0.126,-,0.660,-,-,0.400,0.323,1.338,123.124
'[14:53:42.645]',-0.146,-,0.690,-,-,0.410,0.319,1.326,117.810
'[14:53:42.653]',-0.120,-,0.665,-,-,0.400,0.314,1.315,112.679
'[14:53:42.661]',-0.146,-,0.690,-,-,0.405,0.309,1.305,108.000
'[14:53:42.669]',-0.120,-,0.665,-,-,0.390,0.303,1.297,103.867
'[14:53:42.677]',-0.146,-,0.690,-,-,0.395,0.298,1.291,100.432
'[14:53:42.685]',-0.120,-,0.665,-,-,0.385,0.292,1.285,97.549
'[14:53:42.693]',-0.130,-,0.680,-,-,0.390,0.287,1.280,95.117
'[14:53:42.701]',-0.135,-,0.665,-,-,0.375,0.280,1.277,93.124
'[14:53:42.709]',-0.115,-,0.685,-,-,0.370,0.274,1.276,91.803
'[14:53:42.717]',-0.146,-,0.690,-,-,0.380,0.267,1.272,91.625
'[14:53:42.725]',-0.115,-,0.660,-,-,0.370,0.260,1.268,92.483
'[14:53:42.733]',-0.140,-,0.695,-,-,0.380,0.254,1.263,94.235
'[14:53:42.741]',-0.120,-,0.660,-,-,0.365,0.247,1.258,96.483
'[14:53:42.749]',-0.146,-,0.695,-,-,0.370,0.241,1.257,99.003
'[14:53:42.757]',-0.120,-,0.665,-,-,0.360,0.236,1.267,101.549
'[14:53:42.765]',-0.146,-,0.695,-,-,0.370,0.230,1.294,103.867
'[14:53:42.773]',-0.126,-,0.665,-,-,0.355,0.224,1.344,105.613
'[14:53:42.781]',-0.146,-,0.695,-,-,0.360,0.218,1.420,106.679
'[14:53:42.789]',-0.120,-,0.660,-,-,0.355,0.212,1.526,107.111
'[14:53:42.797]',-0.146,-,0.685,-,-,0.360,0.206,1.637,106.997
'[14:53:42.805]',-0.120,-,0.665,-,-,0.360,0.200,1.759,106.292
'[14:53:42.813]',-0.135,-,0.685,-,-,0.360,0.194,1.910,105.181
'[14:53:42.821]',-0.120,-,0.665,-,-,0.355,0.188,2.044,103.797
'[14:53:42.829]',-0.140,-,0.690,-,-,0.355,0.184,2.159,102.432
'[14:53:42.837]',-0.120,-,0.660,-,-,0.340,0.179,2.278,101.048
'[14:53:42.845]',-0.146,-,0.685,-,-,0.350,0.175,2.383,99.683
'[14:53:42.853]',-0.151,-,0.675,-,-,0.320,0.172,2.466,98.483
'[14:53:42.861]',-0.200,-,0.720,-,-,0.315,0.168,2.522,97.435
'[14:53:42.869]',-0.186,-,0.695,-,-,0.305,0.165,2.551,96.552
'[14:53:42.877]',-0.205,-,0.715,-,-,0.320,0.163,2.556,95.803
'[14:53:42.885]',-0.155,-,0.655,-,-,0.325,0.160,2.543,95.187
'[14:53:42.893]',-0.135,-,0.665,-,-,0.310,0.158,2.514,94.686
'[14:53:42.901]',-0.086,-,0.620,-,-,0.300,0.156,2.477,94.235
'[14:53:42.909]',-0.075,-,0.655,-,-,0.295,0.154,2.434,93.873
'[14:53:42.917]',-0.100,-,0.645,-,-,0.335,0.153,2.382,93.441
'[14:53:42.925]',-0.086,-,0.665,-,-,0.340,0.151,2.326,93.054
'[14:53:42.933]',-0.110,-,0.675,-,-,0.350,0.150,2.265,92.692
'[14:53:42.941]',-0.081,-,0.650,-,-,0.335,0.149,2.198,92.305
'[14:53:42.949]',-0.106,-,0.670,-,-,0.345,0.148,2.134,91.943
'[14:53:42.957]',-0.075,-,0.635,-,-,0.335,0.147,2.074,91.486
'[14:53:42.965]',-0.095,-,0.665,-,-,0.345,0.146,2.021,91.054
'[14:53:42.973]',-0.075,-,0.635,-,-,0.335,0.146,1.976,90.667
'[14:53:42.981]',-0.095,-,0.660,-,-,0.340,0.146,1.941,90.235
'[14:53:42.989]',-0.070,-,0.630,-,-,0.335,0.146,1.919,89.740
'[14:53:42.997]',-0.081,-,0.650,-,-,0.340,0.147,1.906,89.308
'[14:53:43.005]',-0.045,-,0.620,-,-,0.335,0.148,1.901,88.806
'[14:53:43.013]',-0.065,-,0.640,-,-,0.340,0.148,1.903,88.305
'[14:53:43.021]',-0.030,-,0.600,-,-,0.315,0.149,1.911,87.740
'[14:53:43.029]',0.135,-,0.505,-,-,0.325,0.150,1.923,87.238
'[14:53:43.037]',0.640,-,0.190,-,-,-0.140,0.151,1.935,86.673
'[14:53:43.045]',1.196,-,-0.100,-,-,-0.500,0.152,1.945,86.171
'[14:53:43.053]',1.501,-,-0.446,-,-,-0.500,0.153,1.954,85.670
'[14:53:43.061]',1.501,-,-0.500,-,-,-0.500,0.154,1.959,85.238
'[14:53:43.069]',1.366,-,-0.326,-,-,-0.500,0.155,1.959,84.876
'[14:53:43.077]',0.740,-,0.065,-,-,-0.500,0.157,1.955,84.559
'[14:53:43.085]',0.135,-,0.490,-,-,0.020,0.158,1.947,84.311
'[14:53:43.093]',-0.090,-,0.665,-,-,0.420,0.159,1.935,84.127
'[14:53:43.101]',-0.126,-,0.685,-,-,0.540,0.160,1.923,83.994
'[14:53:43.109]',-0.166,-,0.675,-,-,0.575,0.162,1.907,83.924
'[14:53:43.117]',-0.175,-,0.715,-,-,0.585,0.163,1.888,83.924
'[14:53:43.125]',-0.166,-,0.695,-,-,0.580,0.165,1.866,83.994
'[14:53:43.133]',-0.196,-,0.725,-,-,0.595,0.168,1.844,84.057
'[14:53:43.141]',-0.166,-,0.695,-,-,0.585,0.170,1.824,84.057
'[14:53:43.149]',-0.191,-,0.725,-,-,0.600,0.172,1.806,83.994
'[14:53:43.157]',-0.160,-,0.700,-,-,0.585,0.173,1.788,83.879
'[14:53:43.165]',-0.186,-,0.720,-,-,0.590,0.175,1.769,83.625
'[14:53:43.173]',-0.151,-,0.680,-,-,0.570,0.177,1.751,83.244
'[14:53:43.181]',-0.171,-,0.710,-,-,0.575,0.179,1.732,82.857
'[14:53:43.189]',-0.146,-,0.675,-,-,0.550,0.181,1.714,82.356
'[14:53:43.197]',-0.166,-,0.700,-,-,0.555,0.183,1.697,81.854
'[14:53:43.205]',-0.135,-,0.670,-,-,0.540,0.185,1.681,81.422
'[14:53:43.213]',-0.155,-,0.700,-,-,0.540,0.187,1.666,80.927
'[14:53:43.221]',-0.130,-,0.675,-,-,0.520,0.189,1.651,80.495
'[14:53:43.229]',-0.146,-,0.695,-,-,0.525,0.191,1.636,80.063
'[14:53:43.237]',-0.106,-,0.655,-,-,0.510,0.193,1.624,79.676
'[14:53:43.245]',-0.126,-,0.685,-,-,0.520,0.195,1.612,79.359
'[14:53:43.253]',-0.095,-,0.650,-,-,0.505,0.197,1.600,79.175
'[14:53:43.261]',-0.106,-,0.675,-,-,0.515,0.199,1.587,78.997
'[14:53:43.269]',-0.070,-,0.630,-,-,0.500,0.201,1.574,78.857
'[14:53:43.277]',-0.081,-,0.655,-,-,0.500,0.203,1.560,78.673
'[14:53:43.285]',-0.045,-,0.620,-,-,0.505,0.205,1.544,78.495
'[14:53:43.293]',-0.050,-,0.640,-,-,0.500,0.207,1.529,78.248
'[14:53:43.301]',-0.010,-,0.595,-,-,0.500,0.208,1.516,77.994
'[14:53:43.309]',0.004,-,0.605,-,-,0.500,0.210,1.506,77.746
'[14:53:43.317]',-0.000,-,0.575,-,-,0.505,0.212,1.497,77.676
'[14:53:43.325]',0.044,-,0.560,-,-,0.495,0.214,1.485,77.676
'[14:53:43.333]',0.040,-,0.575,-,-,0.485,0.216,1.472,77.746
'[14:53:43.341]',0.085,-,0.535,-,-,0.475,0.218,1.460,77.816
'[14:53:43.349]',0.075,-,0.550,-,-,0.480,0.221,1.449,77.746
'[14:53:43.357]',0.095,-,0.520,-,-,0.455,0.223,1.436,77.606
'[14:53:43.365]',0.075,-,0.540,-,-,0.440,0.225,1.423,77.606
'[14:53:43.373]',0.095,-,0.510,-,-,0.415,0.227,1.413,78.063
'[14:53:43.381]',0.070,-,0.545,-,-,0.405,0.230,1.403,79.492
'[14:53:43.389]',0.060,-,0.530,-,-,0.385,0.232,1.394,82.743
'[14:53:43.397]',0.020,-,0.575,-,-,0.380,0.234,1.389,88.419
'[14:53:43.405]',-0.000,-,0.570,-,-,0.370,0.236,1.387,96.870
'[14:53:43.413]',-0.050,-,0.620,-,-,0.380,0.238,1.382,107.568
'[14:53:43.421]',-0.045,-,0.605,-,-,0.380,0.239,1.375,119.130
'[14:53:43.429]',-0.095,-,0.655,-,-,0.390,0.240,1.369,130.051
'[14:53:43.437]',-0.100,-,0.645,-,-,0.380,0.240,1.363,139.111
'[14:53:43.445]',-0.140,-,0.680,-,-,0.395,0.240,1.358,145.562
'[14:53:43.453]',-0.120,-,0.665,-,-,0.395,0.239,1.353,148.927
'[14:53:43.461]',-0.151,-,0.695,-,-,0.405,0.238,1.347,149.130
'[14:53:43.469]',-0.130,-,0.665,-,-,0.400,0.237,1.340,146.635
'[14:53:43.477]',-0.155,-,0.695,-,-,0.405,0.235,1.334,142.362
'[14:53:43.485]',-0.135,-,0.670,-,-,0.405,0.233,1.326,137.251
'[14:53:43.493]',-0.146,-,0.690,-,-,0.410,0.232,1.318,131.937
'[14:53:43.501]',-0.126,-,0.660,-,-,0.420,0.229,1.313,126.737
'[14:53:43.509]',-0.146,-,0.685,-,-,0.410,0.226,1.308,121.625
'[14:53:43.517]',-0.126,-,0.665,-,-,0.420,0.223,1.301,116.743
'[14:53:43.525]',-0.120,-,0.655,-,-,0.405,0.219,1.296,112.108
'[14:53:43.533]',-0.135,-,0.680,-,-,0.415,0.216,1.290,107.930
'[14:53:43.541]',-0.115,-,0.655,-,-,0.405,0.213,1.283,104.298
'[14:53:43.549]',-0.146,-,0.690,-,-,0.415,0.210,1.275,101.295
'[14:53:43.557]',-0.115,-,0.655,-,-,0.405,0.207,1.269,98.616
'[14:53:43.565]',-0.140,-,0.690,-,-,0.410,0.203,1.263,96.121
'[14:53:43.573]',-0.120,-,0.660,-,-,0.395,0.199,1.258,93.937
'[14:53:43.581]',-0.140,-,0.685,-,-,0.405,0.194,1.253,92.438
'[14:53:43.589]',-0.120,-,0.660,-,-,0.390,0.189,1.248,92.121
'[14:53:43.597]',-0.146,-,0.690,-,-,0.400,0.185,1.245,92.984
'[14:53:43.605]',-0.126,-,0.670,-,-,0.385,0.180,1.244,94.737
'[14:53:43.613]',-0.146,-,0.690,-,-,0.395,0.176,1.242,96.984
'[14:53:43.621]',-0.126,-,0.665,-,-,0.380,0.172,1.244,99.435
'[14:53:43.629]',-0.146,-,0.690,-,-,0.390,0.168,1.254,101.752
'[14:53:43.637]',-0.120,-,0.665,-,-,0.380,0.165,1.280,103.752
'[14:53:43.645]',-0.146,-,0.690,-,-,0.385,0.162,1.325,105.295
'[14:53:43.653]',-0.126,-,0.665,-,-,0.370,0.159,1.393,106.248
'[14:53:43.661]',-0.155,-,0.700,-,-,0.380,0.157,1.489,106.610
'[14:53:43.669]',-0.126,-,0.665,-,-,0.365,0.155,1.610,106.502
'[14:53:43.677]',-0.146,-,0.700,-,-,0.375,0.153,1.751,105.797
'[14:53:43.685]',-0.120,-,0.665,-,-,0.380,0.151,1.904,104.679
'[14:53:43.693]',-0.146,-,0.690,-,-,0.370,0.149,2.040,103.365
'[14:53:43.701]',-0.110,-,0.650,-,-,0.380,0.148,2.161,101.937
'[14:53:43.709]',-0.130,-,0.685,-,-,0.365,0.146,2.285,100.546
