"'Time','I','II','AVR','V','RESP','PLETH','ABP'"
"'[16:46:57.552]',-,0.121,0.686,0.814,0.274,0.377,88.201"
"'[16:46:57.560]',-,0.111,0.689,0.820,0.273,0.372,92.112"
"'[16:46:57.568]',-,0.096,0.699,0.814,0.272,0.370,95.632"
"'[16:46:57.576]',-,0.086,0.709,0.820,0.271,0.368,98.370"
"'[16:46:57.584]',-,0.070,0.721,0.814,0.270,0.368,100.326"
"'[16:46:57.592]',-,0.061,0.721,0.820,0.269,0.367,102.086"
"'[16:46:57.600]',-,0.035,0.730,0.795,0.267,0.367,103.651"
"'[16:46:57.608]',-,0.016,0.740,0.785,0.266,0.367,105.215"
"'[16:46:57.616]',-,0.000,0.760,0.779,0.264,0.368,105.997"
"'[16:46:57.624]',-,0.000,0.754,0.795,0.263,0.369,106.193"
"'[16:46:57.632]',-,0.010,0.760,0.795,0.262,0.370,105.411"
"'[16:46:57.640]',-,0.041,0.740,0.811,0.260,0.371,103.846"
"'[16:46:57.648]',-,0.051,0.734,0.820,0.259,0.373,102.282"
"'[16:46:57.656]',-,0.061,0.725,0.814,0.258,0.375,100.717"
"'[16:46:57.664]',-,0.061,0.725,0.824,0.258,0.377,99.348"
"'[16:46:57.672]',-,0.064,0.725,0.820,0.257,0.380,97.979"
"'[16:46:57.680]',-,0.070,0.721,0.824,0.256,0.383,96.219"
"'[16:46:57.688]',-,0.064,0.721,0.820,0.256,0.385,94.459"
"'[16:46:57.696]',-,0.070,0.725,0.820,0.256,0.388,92.503"
"'[16:46:57.704]',-,0.061,0.721,0.820,0.256,0.389,90.548"
"'[16:46:57.712]',-,0.064,0.721,0.830,0.257,0.390,88.592"
"'[16:46:57.720]',-,0.061,0.721,0.824,0.257,0.391,86.441"
"'[16:46:57.728]',-,0.070,0.721,0.840,0.258,0.391,84.094"
"'[16:46:57.736]',-,0.051,0.725,0.824,0.260,0.392,81.747"
"'[16:46:57.744]',-,0.045,0.734,0.834,0.261,0.394,79.205"
"'[16:46:57.752]',-,0.041,0.740,0.820,0.262,0.398,76.662"
"'[16:46:57.760]',-,0.031,0.734,0.820,0.263,0.403,74.511"
"'[16:46:57.768]',-,-0.004,0.760,0.795,0.264,0.410,72.360"
"'[16:46:57.776]',-,-0.014,0.766,0.799,0.265,0.418,70.600"
"'[16:46:57.784]',-,-0.020,0.770,0.805,0.266,0.430,69.035"
"'[16:46:57.792]',-,0.020,0.750,0.820,0.266,0.439,67.666"
"'[16:46:57.800]',-,0.025,0.744,0.814,0.267,0.445,66.493"
"'[16:46:57.808]',-,0.041,0.734,0.811,0.267,0.453,65.515"
"'[16:46:57.816]',-,0.045,0.734,0.820,0.268,0.461,64.733"
"'[16:46:57.824]',-,0.061,0.725,0.830,0.267,0.475,64.146"
"'[16:46:57.832]',-,0.055,0.730,0.824,0.266,0.490,63.755"
"'[16:46:57.840]',-,0.064,0.721,0.830,0.264,0.503,63.559"
"'[16:46:57.848]',-,0.061,0.725,0.834,0.263,0.517,63.559"
"'[16:46:57.856]',-,0.064,0.721,0.830,0.261,0.529,63.559"
"'[16:46:57.864]',-,0.055,0.725,0.834,0.260,0.541,63.755"
"'[16:46:57.872]',-,0.061,0.721,0.824,0.259,0.551,64.146"
"'[16:46:57.880]',-,0.051,0.734,0.840,0.258,0.561,64.537"
"'[16:46:57.888]',-,0.051,0.725,0.834,0.257,0.568,64.928"
"'[16:46:57.896]',-,0.055,0.730,0.840,0.256,0.574,65.319"
"'[16:46:57.904]',-,0.051,0.734,0.840,0.255,0.578,65.711"
"'[16:46:57.912]',-,0.051,0.730,0.844,0.254,0.581,66.102"
"'[16:46:57.920]',-,0.041,0.740,0.834,0.252,0.583,66.493"
"'[16:46:57.928]',-,0.031,0.734,0.820,0.251,0.585,66.688"
"'[16:46:57.936]',-,0.020,0.744,0.795,0.249,0.586,67.080"
"'[16:46:57.944]',-,0.016,0.750,0.811,0.246,0.586,67.275"
"'[16:46:57.952]',-,0.041,0.760,0.820,0.244,0.584,67.471"
"'[16:46:57.960]',-,0.201,0.660,0.789,0.243,0.581,67.471"
"'[16:46:57.968]',-,0.545,0.426,0.555,0.241,0.578,67.471"
"'[16:46:57.976]',-,0.744,0.234,0.250,0.240,0.575,67.471"
"'[16:46:57.984]',-,0.416,0.340,0.160,0.239,0.573,67.471"
"'[16:46:57.992]',-,-0.100,0.555,0.221,0.239,0.571,67.471"
"'[16:46:58.000]',-,-0.389,0.680,0.320,0.238,0.568,67.275"
"'[16:46:58.008]',-,-0.484,0.754,0.475,0.238,0.566,66.884"
"'[16:46:58.016]',-,-0.494,0.811,0.609,0.236,0.564,66.688"
"'[16:46:58.024]',-,-0.408,0.830,0.730,0.235,0.560,66.297"
"'[16:46:58.032]',-,-0.314,0.840,0.805,0.233,0.554,65.906"
"'[16:46:58.040]',-,-0.189,0.834,0.889,0.231,0.548,65.711"
"'[16:46:58.048]',-,-0.084,0.830,0.936,0.229,0.542,65.124"
"'[16:46:58.056]',-,-0.010,0.805,0.949,0.227,0.534,64.733"
"'[16:46:58.064]',-,0.025,0.795,0.959,0.226,0.527,64.342"
"'[16:46:58.072]',-,0.051,0.789,0.949,0.225,0.521,63.755"
"'[16:46:58.080]',-,0.051,0.785,0.959,0.224,0.515,63.364"
"'[16:46:58.088]',-,0.041,0.789,0.945,0.224,0.509,62.777"
"'[16:46:58.096]',-,0.045,0.785,0.949,0.223,0.505,62.386"
"'[16:46:58.104]',-,0.020,0.795,0.920,0.223,0.501,61.995"
"'[16:46:58.112]',-,0.006,0.799,0.914,0.222,0.498,61.408"
"'[16:46:58.120]',-,0.010,0.795,0.914,0.221,0.495,61.213"
"'[16:46:58.128]',-,0.035,0.789,0.930,0.220,0.493,60.821"
"'[16:46:58.136]',-,0.061,0.770,0.936,0.219,0.492,60.430"
"'[16:46:58.144]',-,0.076,0.766,0.939,0.219,0.491,60.039"
"'[16:46:58.152]',-,0.076,0.770,0.936,0.219,0.491,59.648"
"'[16:46:58.160]',-,0.090,0.766,0.949,0.220,0.491,59.257"
"'[16:46:58.168]',-,0.100,0.754,0.949,0.220,0.491,58.866"
"'[16:46:58.176]',-,0.121,0.744,0.959,0.220,0.491,58.475"
"'[16:46:58.184]',-,0.121,0.740,0.949,0.220,0.491,58.279"
"'[16:46:58.192]',-,0.135,0.730,0.959,0.220,0.489,58.083"
"'[16:46:58.200]',-,0.135,0.734,0.955,0.219,0.488,57.888"
"'[16:46:58.208]',-,0.150,0.721,0.959,0.219,0.487,57.692"
"'[16:46:58.216]',-,0.150,0.721,0.949,0.218,0.484,57.497"
"'[16:46:58.224]',-,0.170,0.709,0.945,0.217,0.481,57.497"
"'[16:46:58.232]',-,0.170,0.709,0.936,0.216,0.477,57.497"
"'[16:46:58.240]',-,0.180,0.695,0.930,0.215,0.473,57.888"
"'[16:46:58.248]',-,0.176,0.689,0.910,0.214,0.469,58.670"
"'[16:46:58.256]',-,0.176,0.680,0.895,0.212,0.465,60.039"
"'[16:46:58.264]',-,0.160,0.680,0.869,0.211,0.462,61.799"
"'[16:46:58.272]',-,0.160,0.676,0.844,0.210,0.458,63.950"
"'[16:46:58.280]',-,0.145,0.686,0.824,0.208,0.455,66.493"
"'[16:46:58.288]',-,0.145,0.686,0.820,0.207,0.451,69.231"
"'[16:46:58.296]',-,0.131,0.689,0.820,0.205,0.447,72.164"
"'[16:46:58.304]',-,0.125,0.686,0.814,0.204,0.444,75.293"
"'[16:46:58.312]',-,0.115,0.689,0.805,0.202,0.441,78.618"
"'[16:46:58.320]',-,0.111,0.695,0.799,0.201,0.436,81.943"
"'[16:46:58.328]',-,0.096,0.705,0.814,0.200,0.430,85.463"
"'[16:46:58.336]',-,0.096,0.705,0.805,0.199,0.424,88.983"
"'[16:46:58.344]',-,0.096,0.699,0.820,0.199,0.418,92.308"
"'[16:46:58.352]',-,0.096,0.709,0.820,0.199,0.413,95.437"
"'[16:46:58.360]',-,0.086,0.695,0.820,0.200,0.406,97.979"
"'[16:46:58.368]',-,0.076,0.709,0.820,0.200,0.400,99.739"
"'[16:46:58.376]',-,0.076,0.709,0.824,0.201,0.394,100.913"
"'[16:46:58.384]',-,0.064,0.721,0.820,0.202,0.389,101.499"
"'[16:46:58.392]',-,0.070,0.715,0.830,0.202,0.385,101.695"
"'[16:46:58.400]',-,0.061,0.721,0.820,0.203,0.382,101.695"
"'[16:46:58.408]',-,0.070,0.715,0.824,0.204,0.380,101.304"
"'[16:46:58.416]',-,0.051,0.721,0.814,0.204,0.377,100.913"
"'[16:46:58.424]',-,0.045,0.721,0.820,0.205,0.373,99.935"
"'[16:46:58.432]',-,0.025,0.744,0.820,0.206,0.370,98.761"
"'[16:46:58.440]',-,0.020,0.744,0.814,0.206,0.366,97.393"
"'[16:46:58.448]',-,0.016,0.750,0.820,0.207,0.361,95.632"
"'[16:46:58.456]',-,0.025,0.744,0.811,0.208,0.357,93.872"
"'[16:46:58.464]',-,0.035,0.744,0.814,0.208,0.353,92.112"
"'[16:46:58.472]',-,0.051,0.730,0.805,0.209,0.351,90.157"
"'[16:46:58.480]',-,0.061,0.730,0.820,0.210,0.349,88.005"
"'[16:46:58.488]',-,0.064,0.725,0.811,0.211,0.348,85.658"
"'[16:46:58.496]',-,0.061,0.734,0.824,0.212,0.346,83.116"
"'[16:46:58.504]',-,0.064,0.730,0.820,0.213,0.345,80.574"
"'[16:46:58.512]',-,0.076,0.730,0.824,0.214,0.345,78.031"
"'[16:46:58.520]',-,0.076,0.721,0.820,0.216,0.345,75.293"
"'[16:46:58.528]',-,0.080,0.721,0.834,0.217,0.346,72.947"
"'[16:46:58.536]',-,0.076,0.725,0.824,0.218,0.349,70.795"
"'[16:46:58.544]',-,0.076,0.721,0.834,0.220,0.355,69.035"
"'[16:46:58.552]',-,0.076,0.725,0.824,0.221,0.363,67.275"
"'[16:46:58.560]',-,0.076,0.725,0.844,0.222,0.373,65.711"
"'[16:46:58.568]',-,0.076,0.721,0.830,0.224,0.384,64.537"
"'[16:46:58.576]',-,0.076,0.721,0.834,0.225,0.396,63.364"
"'[16:46:58.584]',-,0.061,0.725,0.820,0.227,0.410,62.582"
"'[16:46:58.592]',-,0.051,0.721,0.824,0.228,0.423,61.995"
"'[16:46:58.600]',-,0.041,0.734,0.820,0.230,0.436,61.799"
"'[16:46:58.608]',-,0.035,0.734,0.824,0.231,0.448,61.604"
"'[16:46:58.616]',-,0.031,0.740,0.811,0.232,0.460,61.799"
"'[16:46:58.624]',-,0.035,0.730,0.814,0.233,0.473,61.995"
"'[16:46:58.632]',-,0.031,0.734,0.799,0.234,0.486,62.386"
"'[16:46:58.640]',-,0.045,0.730,0.811,0.235,0.498,62.777"
"'[16:46:58.648]',-,0.051,0.730,0.805,0.235,0.507,63.364"
"'[16:46:58.656]',-,0.051,0.721,0.814,0.236,0.515,63.950"
"'[16:46:58.664]',-,0.055,0.721,0.820,0.238,0.522,64.537"
"'[16:46:58.672]',-,0.051,0.725,0.814,0.239,0.529,64.928"
"'[16:46:58.680]',-,0.051,0.725,0.820,0.239,0.535,65.515"
"'[16:46:58.688]',-,0.055,0.725,0.814,0.241,0.541,65.906"
"'[16:46:58.696]',-,0.061,0.721,0.824,0.243,0.543,66.297"
"'[16:46:58.704]',-,0.061,0.721,0.820,0.244,0.546,66.688"
"'[16:46:58.712]',-,0.051,0.725,0.830,0.246,0.547,67.080"
"'[16:46:58.720]',-,0.051,0.721,0.814,0.249,0.546,67.275"
"'[16:46:58.728]',-,0.055,0.725,0.820,0.252,0.544,67.471"
"'[16:46:58.736]',-,0.055,0.721,0.814,0.255,0.543,67.666"
"'[16:46:58.744]',-,0.061,0.715,0.820,0.258,0.542,67.666"
"'[16:46:58.752]',-,0.041,0.725,0.811,0.260,0.541,67.666"
"'[16:46:58.760]',-,0.031,0.734,0.820,0.262,0.540,67.666"
"'[16:46:58.768]',-,0.025,0.740,0.820,0.264,0.539,67.666"
"'[16:46:58.776]',-,0.035,0.730,0.824,0.266,0.536,67.471"
"'[16:46:58.784]',-,0.031,0.740,0.799,0.267,0.531,67.275"
"'[16:46:58.792]',-,0.035,0.730,0.795,0.269,0.525,67.080"
"'[16:46:58.800]',-,0.025,0.734,0.785,0.270,0.519,66.884"
"'[16:46:58.808]',-,0.041,0.725,0.795,0.271,0.513,66.493"
"'[16:46:58.816]',-,0.045,0.734,0.789,0.273,0.506,66.102"
"'[16:46:58.824]',-,0.051,0.730,0.799,0.275,0.500,65.906"
"'[16:46:58.832]',-,0.041,0.730,0.795,0.278,0.496,65.319"
"'[16:46:58.840]',-,0.051,0.730,0.811,0.281,0.491,64.928"
"'[16:46:58.848]',-,0.045,0.740,0.814,0.283,0.487,64.537"
"'[16:46:58.856]',-,0.055,0.725,0.805,0.286,0.482,64.146"
"'[16:46:58.864]',-,0.061,0.730,0.820,0.289,0.478,63.559"
"'[16:46:58.872]',-,0.090,0.721,0.840,0.293,0.473,63.168"
"'[16:46:58.880]',-,0.195,0.664,0.844,0.296,0.470,62.777"
"'[16:46:58.888]',-,0.516,0.461,0.615,0.299,0.467,62.386"
"'[16:46:58.896]',-,0.770,0.246,0.295,0.302,0.464,61.995"
"'[16:46:58.904]',-,0.545,0.225,0.160,0.305,0.461,61.604"
"'[16:46:58.912]',-,-0.004,0.510,0.195,0.308,0.460,61.213"
"'[16:46:58.920]',-,-0.359,0.664,0.305,0.311,0.459,61.017"
"'[16:46:58.928]',-,-0.498,0.760,0.471,0.314,0.458,60.626"
"'[16:46:58.936]',-,-0.498,0.814,0.609,0.317,0.457,60.430"
"'[16:46:58.944]',-,-0.469,0.855,0.725,0.319,0.456,60.235"
"'[16:46:58.952]',-,-0.389,0.859,0.766,0.322,0.456,59.844"
"'[16:46:58.960]',-,-0.270,0.850,0.834,0.324,0.455,59.648"
"'[16:46:58.968]',-,-0.148,0.855,0.889,0.326,0.455,59.452"
"'[16:46:58.976]',-,-0.039,0.814,0.930,0.329,0.455,59.257"
"'[16:46:58.984]',-,0.010,0.789,0.930,0.332,0.455,59.061"
"'[16:46:58.992]',-,0.035,0.789,0.939,0.336,0.455,58.866"
"'[16:46:59.000]',-,0.031,0.789,0.936,0.339,0.455,58.866"
"'[16:46:59.008]',-,0.045,0.789,0.949,0.342,0.455,58.670"
"'[16:46:59.016]',-,0.041,0.795,0.939,0.346,0.453,58.475"
"'[16:46:59.024]',-,0.055,0.785,0.949,0.348,0.450,58.279"
"'[16:46:59.032]',-,0.055,0.789,0.959,0.351,0.447,58.083"
"'[16:46:59.040]',-,0.064,0.775,0.955,0.354,0.444,58.083"
"'[16:46:59.048]',-,0.061,0.785,0.959,0.356,0.442,57.888"
"'[16:46:59.056]',-,0.070,0.770,0.955,0.357,0.440,57.888"
"'[16:46:59.064]',-,0.076,0.770,0.969,0.359,0.437,57.692"
"'[16:46:59.072]',-,0.076,0.766,0.965,0.360,0.435,57.692"
"'[16:46:59.080]',-,0.061,0.775,0.984,0.361,0.432,57.692"
"'[16:46:59.088]',-,0.055,0.789,0.980,0.362,0.428,57.497"
"'[16:46:59.096]',-,0.070,0.779,1.004,0.363,0.424,57.497"
"'[16:46:59.104]',-,0.086,0.770,1.000,0.364,0.422,57.497"
"'[16:46:59.112]',-,0.096,0.766,1.004,0.364,0.419,57.497"
"'[16:46:59.120]',-,0.100,0.766,0.980,0.365,0.417,57.497"
"'[16:46:59.128]',-,0.115,0.754,0.969,0.365,0.414,57.692"
"'[16:46:59.136]',-,0.121,0.740,0.959,0.365,0.411,57.888"
"'[16:46:59.144]',-,0.141,0.730,0.965,0.366,0.408,58.475"
"'[16:46:59.152]',-,0.150,0.721,0.939,0.366,0.404,59.648"
"'[16:46:59.160]',-,0.166,0.709,0.945,0.366,0.401,61.213"
"'[16:46:59.168]',-,0.166,0.699,0.936,0.365,0.398,63.559"
"'[16:46:59.176]',-,0.186,0.695,0.930,0.365,0.396,66.297"
"'[16:46:59.184]',-,0.180,0.689,0.904,0.364,0.394,69.426"
"'[16:46:59.192]',-,0.186,0.680,0.889,0.363,0.391,72.947"
"'[16:46:59.200]',-,0.180,0.670,0.865,0.362,0.390,76.467"
"'[16:46:59.208]',-,0.189,0.654,0.865,0.361,0.389,80.378"
"'[16:46:59.216]',-,0.180,0.664,0.844,0.360,0.387,84.289"
"'[16:46:59.224]',-,0.166,0.660,0.834,0.359,0.387,88.592"
"'[16:46:59.232]',-,0.141,0.670,0.820,0.359,0.387,92.894"
"'[16:46:59.240]',-,0.125,0.676,0.820,0.358,0.388,96.610"
"'[16:46:59.248]',-,0.090,0.695,0.820,0.358,0.388,100.130"
"'[16:46:59.256]',-,0.090,0.699,0.840,0.358,0.389,102.673"
"'[16:46:59.264]',-,0.076,0.721,0.844,0.358,0.390,105.020"
"'[16:46:59.272]',-,0.070,0.721,0.844,0.358,0.392,107.171"
"'[16:46:59.280]',-,0.051,0.730,0.820,0.358,0.394,108.931"
"'[16:46:59.288]',-,0.051,0.725,0.811,0.359,0.395,110.691"
"'[16:46:59.296]',-,0.051,0.725,0.814,0.359,0.395,111.864"
"'[16:46:59.304]',-,0.051,0.721,0.799,0.360,0.397,112.451"
"'[16:46:59.312]',-,0.041,0.725,0.811,0.360,0.397,112.256"
"'[16:46:59.320]',-,0.045,0.721,0.799,0.360,0.397,111.278"
"'[16:46:59.328]',-,0.051,0.721,0.811,0.360,0.397,109.909"
"'[16:46:59.336]',-,0.041,0.725,0.799,0.360,0.396,108.344"
"'[16:46:59.344]',-,0.045,0.730,0.811,0.360,0.396,106.780"
"'[16:46:59.352]',-,0.041,0.721,0.799,0.361,0.397,105.215"
"'[16:46:59.360]',-,0.051,0.721,0.814,0.362,0.398,103.455"
"'[16:46:59.368]',-,0.051,0.715,0.811,0.363,0.400,101.891"
"'[16:46:59.376]',-,0.045,0.709,0.820,0.365,0.402,99.935"
"'[16:46:59.384]',-,0.041,0.721,0.811,0.367,0.404,97.979"
"'[16:46:59.392]',-,0.055,0.715,0.820,0.368,0.406,95.632"
"'[16:46:59.400]',-,0.061,0.709,0.814,0.370,0.408,93.481"
"'[16:46:59.408]',-,0.061,0.705,0.830,0.370,0.411,91.134"
"'[16:46:59.416]',-,0.051,0.721,0.834,0.371,0.413,88.788"
"'[16:46:59.424]',-,0.055,0.715,0.859,0.371,0.416,86.441"
"'[16:46:59.432]',-,0.061,0.725,0.865,0.371,0.422,83.898"
"'[16:46:59.440]',-,0.061,0.721,0.844,0.371,0.427,81.552"
"'[16:46:59.448]',-,0.051,0.725,0.820,0.370,0.434,79.205"
"'[16:46:59.456]',-,0.051,0.721,0.820,0.370,0.441,76.858"
"'[16:46:59.464]',-,0.055,0.725,0.811,0.371,0.450,74.902"
"'[16:46:59.472]',-,0.051,0.721,0.814,0.371,0.459,73.142"
"'[16:46:59.480]',-,0.061,0.725,0.811,0.371,0.471,71.773"
"'[16:46:59.488]',-,0.051,0.721,0.811,0.371,0.486,70.404"
"'[16:46:59.496]',-,0.045,0.725,0.814,0.371,0.501,69.426"
"'[16:46:59.504]',-,0.041,0.721,0.799,0.370,0.514,68.449"
"'[16:46:59.512]',-,0.031,0.734,0.811,0.370,0.526,67.862"
"'[16:46:59.520]',-,0.035,0.730,0.805,0.370,0.539,67.275"
"'[16:46:59.528]',-,0.045,0.740,0.820,0.369,0.551,67.080"
"'[16:46:59.536]',-,0.041,0.730,0.820,0.369,0.564,66.884"
"'[16:46:59.544]',-,0.051,0.725,0.824,0.368,0.575,66.884"
"'[16:46:59.552]',-,0.035,0.744,0.820,0.368,0.586,66.884"
"'[16:46:59.560]',-,0.041,0.740,0.834,0.367,0.595,67.080"
"'[16:46:59.568]',-,0.041,0.734,0.824,0.367,0.604,67.275"
"'[16:46:59.576]',-,0.051,0.730,0.844,0.366,0.613,67.471"
"'[16:46:59.584]',-,0.041,0.734,0.840,0.365,0.621,67.862"
"'[16:46:59.592]',-,0.045,0.725,0.855,0.364,0.628,68.253"
"'[16:46:59.600]',-,0.051,0.730,0.865,0.363,0.631,68.644"
"'[16:46:59.608]',-,0.061,0.730,0.875,0.362,0.634,69.035"
"'[16:46:59.616]',-,0.051,0.734,0.840,0.361,0.636,69.231"
"'[16:46:59.624]',-,0.061,0.734,0.824,0.360,0.637,69.426"
"'[16:46:59.632]',-,0.111,0.709,0.814,0.359,0.638,69.622"
"'[16:46:59.640]',-,0.365,0.545,0.689,0.358,0.638,69.818"
"'[16:46:59.648]',-,0.686,0.311,0.375,0.356,0.637,70.013"
"'[16:46:59.656]',-,0.750,0.225,0.145,0.355,0.636,70.013"
"'[16:46:59.664]',-,0.176,0.420,0.115,0.353,0.632,69.818"
"'[16:46:59.672]',-,-0.270,0.609,0.205,0.352,0.629,69.622"
"'[16:46:59.680]',-,-0.494,0.730,0.340,0.350,0.623,69.426"
"'[16:46:59.688]',-,-0.498,0.799,0.494,0.348,0.616,69.231"
"'[16:46:59.696]',-,-0.498,0.834,0.635,0.346,0.608,68.840"
"'[16:46:59.704]',-,-0.408,0.844,0.734,0.344,0.601,68.449"
"'[16:46:59.712]',-,-0.295,0.840,0.814,0.341,0.594,68.253"
"'[16:46:59.720]',-,-0.174,0.844,0.895,0.339,0.587,67.666"
"'[16:46:59.728]',-,-0.070,0.824,0.936,0.337,0.581,67.471"
"'[16:46:59.736]',-,-0.004,0.789,0.936,0.335,0.575,66.884"
"'[16:46:59.744]',-,0.020,0.789,0.949,0.333,0.568,66.493"
"'[16:46:59.752]',-,0.020,0.789,0.945,0.331,0.562,66.102"
"'[16:46:59.760]',-,0.025,0.785,0.965,0.329,0.556,65.711"
"'[16:46:59.768]',-,0.035,0.785,0.969,0.328,0.549,65.124"
"'[16:46:59.776]',-,0.051,0.779,0.984,0.327,0.543,64.733"
"'[16:46:59.784]',-,0.041,0.789,0.959,0.327,0.538,64.342"
"'[16:46:59.792]',-,0.045,0.785,0.949,0.327,0.533,63.950"
"'[16:46:59.800]',-,0.041,0.789,0.924,0.327,0.530,63.559"
"'[16:46:59.808]',-,0.055,0.775,0.936,0.327,0.527,63.168"
"'[16:46:59.816]',-,0.055,0.775,0.920,0.327,0.525,62.777"
"'[16:46:59.824]',-,0.064,0.766,0.936,0.327,0.523,62.190"
"'[16:46:59.832]',-,0.061,0.766,0.930,0.327,0.520,61.799"
"'[16:46:59.840]',-,0.070,0.766,0.936,0.327,0.520,61.408"
"'[16:46:59.848]',-,0.070,0.775,0.936,0.327,0.520,61.017"
"'[16:46:59.856]',-,0.076,0.766,0.949,0.327,0.519,60.626"
"'[16:46:59.864]',-,0.080,0.766,0.955,0.327,0.518,60.430"
"'[16:46:59.872]',-,0.096,0.754,0.949,0.326,0.518,60.039"
"'[16:46:59.880]',-,0.100,0.754,0.959,0.326,0.518,60.039"
"'[16:46:59.888]',-,0.115,0.744,0.955,0.325,0.518,60.039"
"'[16:46:59.896]',-,0.121,0.744,0.959,0.324,0.518,60.039"
"'[16:46:59.904]',-,0.131,0.730,0.939,0.323,0.518,60.430"
"'[16:46:59.912]',-,0.145,0.725,0.949,0.322,0.518,60.821"
"'[16:46:59.920]',-,0.156,0.715,0.955,0.322,0.518,61.604"
"'[16:46:59.928]',-,0.166,0.709,0.959,0.321,0.518,62.973"
"'[16:46:59.936]',-,0.166,0.695,0.924,0.320,0.517,64.928"
"'[16:46:59.944]',-,0.166,0.695,0.895,0.320,0.516,67.275"
"'[16:46:59.952]',-,0.150,0.695,0.850,0.319,0.514,69.818"
"'[16:46:59.960]',-,0.145,0.686,0.830,0.319,0.510,72.555"
"'[16:46:59.968]',-,0.135,0.686,0.799,0.318,0.507,75.489"
"'[16:46:59.976]',-,0.125,0.680,0.795,0.318,0.503,78.814"
"'[16:46:59.984]',-,0.105,0.695,0.779,0.317,0.500,82.138"
"'[16:46:59.992]',-,0.096,0.705,0.789,0.317,0.496,85.658"
"'[16:47:00.000]',-,0.070,0.721,0.775,0.317,0.493,89.179"
"'[16:47:00.008]',-,0.061,0.721,0.795,0.316,0.489,92.894"
"'[16:47:00.016]',-,0.051,0.730,0.785,0.316,0.486,96.219"
"'[16:47:00.024]',-,0.045,0.734,0.799,0.316,0.482,98.957"
"'[16:47:00.032]',-,0.041,0.740,0.805,0.316,0.478,101.304"
"'[16:47:00.040]',-,0.045,0.734,0.799,0.316,0.473,103.064"
"'[16:47:00.048]',-,0.031,0.744,0.814,0.317,0.467,104.433"
"'[16:47:00.056]',-,0.025,0.744,0.805,0.318,0.462,105.411"
"'[16:47:00.064]',-,0.025,0.750,0.820,0.319,0.457,105.997"
"'[16:47:00.072]',-,0.041,0.744,0.840,0.320,0.452,106.389"
"'[16:47:00.080]',-,0.055,0.740,0.855,0.321,0.447,106.193"
"'[16:47:00.088]',-,0.061,0.730,0.850,0.323,0.442,105.606"
"'[16:47:00.096]',-,0.051,0.740,0.855,0.324,0.438,104.628"
"'[16:47:00.104]',-,0.045,0.740,0.824,0.325,0.434,103.455"
"'[16:47:00.112]',-,0.035,0.734,0.820,0.326,0.428,102.086"
"'[16:47:00.120]',-,0.041,0.744,0.811,0.326,0.423,100.717"
"'[16:47:00.128]',-,0.051,0.730,0.814,0.326,0.417,98.957"
"'[16:47:00.136]',-,0.045,0.730,0.795,0.328,0.413,97.197"
"'[16:47:00.144]',-,0.041,0.734,0.805,0.329,0.408,95.046"
"'[16:47:00.152]',-,0.035,0.730,0.795,0.330,0.403,92.503"
"'[16:47:00.160]',-,0.041,0.734,0.811,0.331,0.399,89.961"
"'[16:47:00.168]',-,0.031,0.744,0.805,0.332,0.397,87.419"
"'[16:47:00.176]',-,0.035,0.744,0.820,0.333,0.396,84.681"
"'[16:47:00.184]',-,0.031,0.740,0.811,0.334,0.395,81.943"
"'[16:47:00.192]',-,0.041,0.740,0.820,0.334,0.396,79.205"
"'[16:47:00.200]',-,0.025,0.744,0.814,0.335,0.397,76.662"
"'[16:47:00.208]',-,0.025,0.744,0.824,0.335,0.399,74.120"
"'[16:47:00.216]',-,0.016,0.750,0.820,0.336,0.404,71.969"
"'[16:47:00.224]',-,0.031,0.744,0.844,0.336,0.410,70.209"
"'[16:47:00.232]',-,0.035,0.744,0.850,0.336,0.417,68.644"
"'[16:47:00.240]',-,0.045,0.744,0.855,0.336,0.426,67.275"
"'[16:47:00.248]',-,0.035,0.740,0.834,0.336,0.437,66.102"
"'[16:47:00.256]',-,0.041,0.730,0.830,0.336,0.449,65.319"
"'[16:47:00.264]',-,0.035,0.734,0.820,0.336,0.460,64.537"
"'[16:47:00.272]',-,0.041,0.725,0.814,0.336,0.472,64.146"
"'[16:47:00.280]',-,0.035,0.730,0.805,0.336,0.485,63.950"
"'[16:47:00.288]',-,0.045,0.725,0.799,0.336,0.498,63.950"
"'[16:47:00.296]',-,0.035,0.734,0.811,0.336,0.507,64.146"
"'[16:47:00.304]',-,0.041,0.725,0.799,0.336,0.516,64.342"
"'[16:47:00.312]',-,0.031,0.730,0.811,0.336,0.525,64.733"
"'[16:47:00.320]',-,0.025,0.730,0.795,0.335,0.535,65.124"
"'[16:47:00.328]',-,0.035,0.734,0.814,0.335,0.544,65.515"
"'[16:47:00.336]',-,0.025,0.740,0.811,0.334,0.554,65.906"
"'[16:47:00.344]',-,0.035,0.734,0.820,0.333,0.562,66.297"
"'[16:47:00.352]',-,0.041,0.725,0.820,0.332,0.569,66.884"
"'[16:47:00.360]',-,0.045,0.721,0.824,0.331,0.574,67.275"
"'[16:47:00.368]',-,0.031,0.740,0.820,0.330,0.577,67.471"
"'[16:47:00.376]',-,0.031,0.740,0.834,0.329,0.578,67.862"
"'[16:47:00.384]',-,0.041,0.734,0.844,0.328,0.579,68.057"
"'[16:47:00.392]',-,0.061,0.725,0.869,0.327,0.579,68.253"
"'[16:47:00.400]',-,0.070,0.730,0.865,0.326,0.579,68.449"
